WORLD LOG
=========
World(0/1000), Systems: 4137, Ships: 4, Rebels: 29
StarSystem{loc=(705.2423662616861, 807.4405952018259, 906.4198839495349), nNeigh=28, name='StarID_00076'}
StarSystem{loc=(708.3870287406701, 812.6290216197224, 953.5273029479281), nNeigh=19, name='StarID_00077'}
StarSystem{loc=(718.90164145505, 809.2311272996492, 880.9956284487432), nNeigh=23, name='StarID_00078'}
StarSystem{loc=(723.5776008372302, 795.8405690710363, 918.5599687009906), nNeigh=28, name='StarID_00079'}
StarSystem{loc=(671.1140966281017, 837.2967557865572, 909.2940480632697), nNeigh=16, name='StarID_00080'}
StarSystem{loc=(717.4015734714789, 809.826796535968, 918.7463003337446), nNeigh=29, name='StarID_00081'}
StarSystem{loc=(735.664669451711, 832.0927979641739, 909.39641624365), nNeigh=21, name='StarID_00082'}
StarSystem{loc=(454.8608984689965, 207.88903945092767, 897.8173305024475), nNeigh=37, name='StarID_00083'}
StarSystem{loc=(463.5774324990395, 206.17321221069258, 895.5615207004333), nNeigh=37, name='StarID_00084'}
StarSystem{loc=(460.1782772934018, 206.16164956285218, 886.6018828118465), nNeigh=37, name='StarID_00085'}
StarSystem{loc=(463.3899551990085, 204.95673831610816, 913.0504291893527), nNeigh=37, name='StarID_00086'}
StarSystem{loc=(458.3877385459904, 206.0286242113537, 894.086752574961), nNeigh=37, name='StarID_00087'}
StarSystem{loc=(444.9288776643307, 219.54424700156812, 900.2867259761927), nNeigh=37, name='StarID_00088'}
StarSystem{loc=(449.22753666170547, 189.36316447220352, 901.5618086946773), nNeigh=37, name='StarID_00089'}
StarSystem{loc=(461.02016235064997, 205.01285759273102, 885.9003881013987), nNeigh=37, name='StarID_00090'}
StarSystem{loc=(465.05110336678683, 200.75261480000125, 917.0327316185485), nNeigh=37, name='StarID_00091'}
StarSystem{loc=(463.45977707338994, 202.96023662283915, 902.9231181615196), nNeigh=37, name='StarID_00092'}
StarSystem{loc=(440.33973337125326, 200.41500908762177, 905.3541679429843), nNeigh=37, name='StarID_00093'}
StarSystem{loc=(464.2953706353656, 203.87484407303742, 895.4173333616151), nNeigh=37, name='StarID_00094'}
StarSystem{loc=(461.02946185213403, 204.44603187365684, 884.4151449602065), nNeigh=37, name='StarID_00095'}
StarSystem{loc=(461.451697957971, 207.0670396436408, 901.7901373255986), nNeigh=37, name='StarID_00096'}
StarSystem{loc=(457.8596443685071, 208.29112024956095, 918.3146364420286), nNeigh=37, name='StarID_00097'}
StarSystem{loc=(454.43762495632325, 209.9469259849643, 875.9612042531406), nNeigh=37, name='StarID_00098'}
StarSystem{loc=(455.5871062402615, 214.93141585054514, 884.8380240260909), nNeigh=38, name='StarID_00099'}
StarSystem{loc=(473.3533695024848, 200.31095235473433, 912.6326917985758), nNeigh=37, name='StarID_00100'}
StarSystem{loc=(461.0305811703603, 205.95033173371863, 894.6540585087528), nNeigh=37, name='StarID_00101'}
StarSystem{loc=(458.4482399990409, 207.66199446643378, 888.2888089848597), nNeigh=37, name='StarID_00102'}
StarSystem{loc=(453.9764439425427, 209.09872986003504, 888.5291038462846), nNeigh=37, name='StarID_00103'}
StarSystem{loc=(459.58605384105914, 209.23725245503485, 894.4385585313855), nNeigh=37, name='StarID_00104'}
StarSystem{loc=(472.81677641453444, 213.09098011499842, 901.9218196655172), nNeigh=38, name='StarID_00105'}
StarSystem{loc=(452.4618890769727, 200.59070857075233, 892.1251023021833), nNeigh=37, name='StarID_00106'}
StarSystem{loc=(461.8837161031241, 202.79190557751193, 895.5233839495249), nNeigh=37, name='StarID_00107'}
StarSystem{loc=(454.63036256479444, 207.51975654582225, 900.3021823954654), nNeigh=37, name='StarID_00108'}
StarSystem{loc=(471.67365120131655, 186.14484544908905, 891.1781389176614), nNeigh=38, name='StarID_00109'}
StarSystem{loc=(461.1836867914665, 205.43441640048212, 905.5550670026269), nNeigh=37, name='StarID_00110'}
StarSystem{loc=(477.4852298087208, 196.35567242977356, 883.469197605), nNeigh=37, name='StarID_00111'}
StarSystem{loc=(471.7051712144048, 195.69572514408392, 897.6094475709493), nNeigh=37, name='StarID_00112'}
StarSystem{loc=(460.8253188947836, 202.02420506012567, 900.5136915521905), nNeigh=37, name='StarID_00113'}
StarSystem{loc=(448.5523183892288, 203.0580517078288, 885.77164620603), nNeigh=37, name='StarID_00114'}
StarSystem{loc=(462.22391004276506, 193.2752828948071, 886.0776059331165), nNeigh=38, name='StarID_00115'}
StarSystem{loc=(461.0347962744312, 204.98497618285734, 894.112372433555), nNeigh=37, name='StarID_00116'}
StarSystem{loc=(472.8165147709805, 194.18962653054152, 898.9783326278723), nNeigh=37, name='StarID_00117'}
StarSystem{loc=(453.8555997520348, 210.48668937388175, 888.8372308021362), nNeigh=37, name='StarID_00118'}
StarSystem{loc=(459.98568291789286, 205.62809775056402, 902.2764258501821), nNeigh=37, name='StarID_00119'}
StarSystem{loc=(457.2873174510043, 211.25166523264073, 905.4174604561249), nNeigh=37, name='StarID_00120'}
StarSystem{loc=(310.83204445980425, 267.73351168861257, 731.7588651573653), nNeigh=31, name='StarID_00121'}
StarSystem{loc=(311.0961733980403, 267.8047254692959, 710.3503197306379), nNeigh=34, name='StarID_00122'}
StarSystem{loc=(303.5676425397774, 254.97381025011774, 699.6890634506664), nNeigh=33, name='StarID_00123'}
StarSystem{loc=(308.22355115669166, 263.71544003330666, 695.570093267482), nNeigh=34, name='StarID_00124'}
StarSystem{loc=(308.50615612194565, 268.07669551806845, 711.0080522585503), nNeigh=34, name='StarID_00125'}
StarSystem{loc=(321.2887783340334, 260.9072780599162, 734.6588058176818), nNeigh=26, name='StarID_00126'}
StarSystem{loc=(327.12768800239894, 280.51018952757397, 710.0954732870242), nNeigh=34, name='StarID_00127'}
StarSystem{loc=(313.4446619326026, 267.83918721349755, 705.7896330797316), nNeigh=34, name='StarID_00128'}
StarSystem{loc=(309.6057770176079, 266.6574031165142, 707.5605752075141), nNeigh=34, name='StarID_00129'}
StarSystem{loc=(313.15126474556524, 268.9197927757702, 707.761789662218), nNeigh=34, name='StarID_00130'}
StarSystem{loc=(316.11528876785974, 247.33005370732283, 704.9897998488001), nNeigh=32, name='StarID_00131'}
StarSystem{loc=(305.22910366157527, 272.0503561409051, 720.736405533016), nNeigh=34, name='StarID_00132'}
StarSystem{loc=(308.87028807951594, 267.246805166149, 725.0359330318933), nNeigh=33, name='StarID_00133'}
StarSystem{loc=(307.872914493354, 261.0663193048634, 713.8479264458798), nNeigh=34, name='StarID_00134'}
StarSystem{loc=(312.9927601520843, 267.50959524495016, 682.1351834914327), nNeigh=33, name='StarID_00135'}
StarSystem{loc=(315.1752195494777, 286.7918257487255, 703.5391417313042), nNeigh=34, name='StarID_00136'}
StarSystem{loc=(289.569967798987, 289.35948214595817, 696.4605721864091), nNeigh=33, name='StarID_00137'}
StarSystem{loc=(305.8794113030149, 268.9937324232912, 677.2508102299498), nNeigh=32, name='StarID_00138'}
StarSystem{loc=(295.01719865170725, 258.9271835218441, 686.1095077035721), nNeigh=33, name='StarID_00139'}
StarSystem{loc=(306.1444107309169, 260.78501541003413, 712.0851762784948), nNeigh=34, name='StarID_00140'}
StarSystem{loc=(302.2952558509641, 274.9765572787852, 709.1017661738732), nNeigh=34, name='StarID_00141'}
StarSystem{loc=(288.95630036306204, 278.6071552809823, 697.3912355701469), nNeigh=32, name='StarID_00142'}
StarSystem{loc=(319.506943646635, 269.56310939577395, 702.2847373856256), nNeigh=34, name='StarID_00143'}
StarSystem{loc=(306.6003357019392, 268.036326589751, 708.5920759663743), nNeigh=34, name='StarID_00144'}
StarSystem{loc=(301.2624049080029, 270.9894152967318, 702.2397689894524), nNeigh=34, name='StarID_00145'}
StarSystem{loc=(328.53251556106335, 288.977394062909, 693.5692038315963), nNeigh=33, name='StarID_00146'}
StarSystem{loc=(299.28624945384564, 290.3781549477908, 712.4592287993339), nNeigh=33, name='StarID_00147'}
StarSystem{loc=(317.34934942657054, 258.1862074811732, 699.0920263273784), nNeigh=34, name='StarID_00148'}
StarSystem{loc=(308.0529354390338, 266.958849833694, 707.2453168474456), nNeigh=34, name='StarID_00149'}
StarSystem{loc=(328.39770462182287, 245.58659303376538, 694.7430350060328), nNeigh=30, name='StarID_00150'}
StarSystem{loc=(310.8330842293114, 268.62381315841276, 698.6651947277095), nNeigh=34, name='StarID_00151'}
StarSystem{loc=(298.25825708561223, 278.8928766752276, 684.603906160041), nNeigh=32, name='StarID_00152'}
StarSystem{loc=(314.5540997685232, 279.7657825962878, 712.5895112885304), nNeigh=34, name='StarID_00153'}
StarSystem{loc=(314.72190867159384, 270.7030437911386, 708.930826941649), nNeigh=34, name='StarID_00154'}
StarSystem{loc=(703.698318431569, 728.8929337587758, 741.2695284040833), nNeigh=26, name='StarID_00155'}
StarSystem{loc=(699.2494865616089, 724.4725928269621, 737.4651840525626), nNeigh=27, name='StarID_00156'}
StarSystem{loc=(717.1456894476173, 736.8091608825245, 768.3782824785894), nNeigh=27, name='StarID_00157'}
StarSystem{loc=(702.1470454994961, 726.843447618775, 754.8672563406974), nNeigh=27, name='StarID_00158'}
StarSystem{loc=(696.4954163154667, 720.732862683972, 756.0571501809779), nNeigh=27, name='StarID_00159'}
StarSystem{loc=(712.8640719993277, 726.9083136218438, 753.556677047276), nNeigh=27, name='StarID_00160'}
StarSystem{loc=(704.7091352267367, 740.7868914896875, 742.8302108867408), nNeigh=27, name='StarID_00161'}
StarSystem{loc=(703.1879735206036, 725.9583032510203, 756.2137085947458), nNeigh=27, name='StarID_00162'}
StarSystem{loc=(712.0173968583694, 711.330126313492, 763.6085713642804), nNeigh=27, name='StarID_00163'}
StarSystem{loc=(706.890993395348, 724.2733490493732, 751.6027627906387), nNeigh=27, name='StarID_00164'}
StarSystem{loc=(693.6371068463125, 725.9971020146627, 769.3322379268975), nNeigh=27, name='StarID_00165'}
StarSystem{loc=(696.5139745920933, 723.0515476867682, 743.0627788675441), nNeigh=27, name='StarID_00166'}
StarSystem{loc=(701.2268296314336, 725.3217490606477, 755.0507860028785), nNeigh=27, name='StarID_00167'}
StarSystem{loc=(680.7065440907908, 726.8198830145759, 753.869995235315), nNeigh=27, name='StarID_00168'}
StarSystem{loc=(705.0170573263994, 718.0445936131276, 758.9801031358152), nNeigh=27, name='StarID_00169'}
StarSystem{loc=(702.0765587910905, 726.2331481391482, 769.2157544089192), nNeigh=27, name='StarID_00170'}
StarSystem{loc=(697.1883610639356, 734.8516150376526, 770.0694410093621), nNeigh=27, name='StarID_00171'}
StarSystem{loc=(703.5180538145098, 728.1101420269775, 756.8701101193494), nNeigh=27, name='StarID_00172'}
StarSystem{loc=(720.6715153907613, 734.8334442627171, 757.7514931810455), nNeigh=27, name='StarID_00173'}
StarSystem{loc=(704.1901407325746, 729.4604800979977, 755.1938510043631), nNeigh=27, name='StarID_00174'}
StarSystem{loc=(710.3992273357428, 733.3495480386698, 740.3733579965402), nNeigh=27, name='StarID_00175'}
StarSystem{loc=(712.8851765175798, 722.9543658255807, 740.6340306518309), nNeigh=26, name='StarID_00176'}
StarSystem{loc=(698.4445490417427, 725.5818858928394, 732.2327361139933), nNeigh=27, name='StarID_00177'}
StarSystem{loc=(708.0332429379636, 714.9806301918403, 746.1317570893158), nNeigh=27, name='StarID_00178'}
StarSystem{loc=(699.3839209376488, 734.5942818903102, 733.5027998685225), nNeigh=27, name='StarID_00179'}
StarSystem{loc=(715.4665246387688, 729.9060249950447, 748.8999336966787), nNeigh=27, name='StarID_00180'}
StarSystem{loc=(701.9669083537075, 725.2337626858174, 761.353620365354), nNeigh=27, name='StarID_00181'}
StarSystem{loc=(384.4232379860509, 641.1722368097213, 344.104505351951), nNeigh=27, name='StarID_00182'}
StarSystem{loc=(389.33465610441675, 601.9087153031566, 313.72689025180335), nNeigh=32, name='StarID_00183'}
StarSystem{loc=(400.4585344840868, 624.0099350837136, 323.8564760495498), nNeigh=35, name='StarID_00184'}
StarSystem{loc=(407.5881310541948, 607.2057185094443, 291.0259923475659), nNeigh=28, name='StarID_00185'}
StarSystem{loc=(407.18266306582456, 618.8625972865749, 348.45591936119934), nNeigh=25, name='StarID_00186'}
StarSystem{loc=(397.7038788504234, 620.7571017492045, 301.6527929900435), nNeigh=32, name='StarID_00187'}
StarSystem{loc=(416.0773163801683, 614.2673716004322, 351.2404960928137), nNeigh=22, name='StarID_00188'}
StarSystem{loc=(401.12175809797657, 608.0611622714845, 283.509650758222), nNeigh=25, name='StarID_00189'}
StarSystem{loc=(403.8316640365351, 616.1584690008075, 319.6842106227976), nNeigh=35, name='StarID_00190'}
StarSystem{loc=(404.65649129754325, 650.558099437343, 310.4741548411644), nNeigh=27, name='StarID_00191'}
StarSystem{loc=(399.48057982525876, 614.473230374844, 326.2184943981858), nNeigh=35, name='StarID_00192'}
StarSystem{loc=(419.2010166870259, 644.752513100397, 291.86745936063375), nNeigh=26, name='StarID_00193'}
StarSystem{loc=(415.1801035268203, 597.0757573236314, 293.9896978906948), nNeigh=26, name='StarID_00194'}
StarSystem{loc=(398.1765208472718, 605.7907762176836, 335.9060257893919), nNeigh=27, name='StarID_00195'}
StarSystem{loc=(401.41151571994897, 598.3141326655065, 302.88527562075797), nNeigh=28, name='StarID_00196'}
StarSystem{loc=(381.3763932300508, 631.8669237231568, 296.66730409784293), nNeigh=26, name='StarID_00197'}
StarSystem{loc=(405.11468171914987, 641.1497415317142, 286.5729778036316), nNeigh=24, name='StarID_00198'}
StarSystem{loc=(381.59739880527997, 612.6769548703587, 332.5174176425198), nNeigh=29, name='StarID_00199'}
StarSystem{loc=(389.48046975809496, 640.6018953540208, 310.883922825175), nNeigh=33, name='StarID_00200'}
StarSystem{loc=(401.46115156474696, 626.3558761161737, 351.6992270515737), nNeigh=24, name='StarID_00201'}
StarSystem{loc=(402.60447089929744, 621.7018634867824, 354.2057734764697), nNeigh=23, name='StarID_00202'}
StarSystem{loc=(381.4126785563674, 608.8381076807593, 347.310862584883), nNeigh=25, name='StarID_00203'}
StarSystem{loc=(391.0334884237373, 627.7078452631125, 311.3616968716879), nNeigh=35, name='StarID_00204'}
StarSystem{loc=(392.35928670717936, 629.9643050568517, 345.701206975899), nNeigh=26, name='StarID_00205'}
StarSystem{loc=(402.08010601901424, 615.0264543616025, 280.99573375346404), nNeigh=26, name='StarID_00206'}
StarSystem{loc=(403.1793543175821, 637.4404895896834, 285.63580812524543), nNeigh=25, name='StarID_00207'}
StarSystem{loc=(400.4996524082578, 621.586392163481, 323.0372997220708), nNeigh=35, name='StarID_00208'}
StarSystem{loc=(392.80217608294134, 629.3026873693925, 311.8142835668873), nNeigh=35, name='StarID_00209'}
StarSystem{loc=(395.5024218727976, 624.1825183702642, 318.1508553230391), nNeigh=35, name='StarID_00210'}
StarSystem{loc=(403.326279307339, 624.5815029463578, 322.9754203779915), nNeigh=35, name='StarID_00211'}
StarSystem{loc=(396.5883896643451, 620.7233222094633, 325.71512182319447), nNeigh=35, name='StarID_00212'}
StarSystem{loc=(385.7251260190494, 626.3898008887866, 290.4169835155179), nNeigh=26, name='StarID_00213'}
StarSystem{loc=(416.58226669023855, 611.2718716492708, 327.80378207082634), nNeigh=31, name='StarID_00214'}
StarSystem{loc=(400.9830548773885, 621.7518589334564, 318.877196567387), nNeigh=35, name='StarID_00215'}
StarSystem{loc=(397.0622382246057, 619.9346925489256, 324.0312842912504), nNeigh=35, name='StarID_00216'}
StarSystem{loc=(247.84846127081641, 90.2152897733934, 208.6147921322982), nNeigh=26, name='StarID_00217'}
StarSystem{loc=(246.89753403619315, 95.98115205194425, 197.5725884966077), nNeigh=24, name='StarID_00218'}
StarSystem{loc=(249.3426452911763, 101.06038413342449, 174.99619688089194), nNeigh=25, name='StarID_00219'}
StarSystem{loc=(248.74333921697928, 99.23622808642172, 197.3512816274525), nNeigh=26, name='StarID_00220'}
StarSystem{loc=(247.81971375744504, 101.0166936547156, 200.75038708906555), nNeigh=26, name='StarID_00221'}
StarSystem{loc=(247.16087404788507, 99.01169118641485, 218.5666733558751), nNeigh=25, name='StarID_00222'}
StarSystem{loc=(245.10824156956414, 79.25866390699939, 191.9071356289084), nNeigh=25, name='StarID_00223'}
StarSystem{loc=(261.2264922885526, 111.4179873616976, 218.72240122287138), nNeigh=30, name='StarID_00224'}
StarSystem{loc=(252.10097378889228, 91.04835286864953, 177.3381609430346), nNeigh=25, name='StarID_00225'}
StarSystem{loc=(253.19849502136364, 82.8659841894265, 169.30481374541174), nNeigh=21, name='StarID_00226'}
StarSystem{loc=(233.9410486868431, 86.71313894400704, 197.66407740405197), nNeigh=24, name='StarID_00227'}
StarSystem{loc=(236.51252807977883, 97.70143083187499, 211.4116854677809), nNeigh=24, name='StarID_00228'}
StarSystem{loc=(256.351253439135, 94.06685844623613, 181.9125880464501), nNeigh=25, name='StarID_00229'}
StarSystem{loc=(267.7683047124595, 92.2569631742512, 210.68662647335503), nNeigh=35, name='StarID_00230'}
StarSystem{loc=(249.5098113471254, 87.28503874510241, 180.07681178667224), nNeigh=24, name='StarID_00231'}
StarSystem{loc=(258.57528607011415, 97.99153380134281, 221.38201237651148), nNeigh=31, name='StarID_00232'}
StarSystem{loc=(247.20411679892476, 95.3025948729231, 209.14907075413478), nNeigh=26, name='StarID_00233'}
StarSystem{loc=(248.00387356598972, 107.01111105411216, 177.86914569364578), nNeigh=25, name='StarID_00234'}
StarSystem{loc=(241.7328649784058, 81.92234218949449, 207.98917847231817), nNeigh=25, name='StarID_00235'}
StarSystem{loc=(242.9928754850741, 94.05470536914893, 192.74964405837719), nNeigh=24, name='StarID_00236'}
StarSystem{loc=(251.50926773904052, 109.29974536990149, 188.3548514729634), nNeigh=26, name='StarID_00237'}
StarSystem{loc=(247.20750605047883, 98.32998204726769, 209.2440471610034), nNeigh=26, name='StarID_00238'}
StarSystem{loc=(234.74799157032203, 70.31380267451776, 203.94512251366578), nNeigh=23, name='StarID_00239'}
StarSystem{loc=(247.84157098644934, 103.42771371588076, 195.62540173212085), nNeigh=26, name='StarID_00240'}
StarSystem{loc=(250.11690379415373, 101.74157838783535, 197.31536660939986), nNeigh=26, name='StarID_00241'}
StarSystem{loc=(556.7961313843506, 617.2921108277501, 468.39668931223974), nNeigh=34, name='StarID_00242'}
StarSystem{loc=(540.8276618152048, 616.2035039664195, 469.07806201592734), nNeigh=35, name='StarID_00243'}
StarSystem{loc=(537.6252839783485, 610.3662754970171, 438.4115798123932), nNeigh=30, name='StarID_00244'}
StarSystem{loc=(531.3341632845925, 622.7976594995613, 474.6808205523925), nNeigh=35, name='StarID_00245'}
StarSystem{loc=(551.0219583925385, 601.2930314413303, 487.4553876651366), nNeigh=34, name='StarID_00246'}
StarSystem{loc=(541.0038222315266, 621.511425978493, 472.47005489042664), nNeigh=34, name='StarID_00247'}
StarSystem{loc=(550.537068903765, 620.6182870117985, 463.911947723066), nNeigh=34, name='StarID_00248'}
StarSystem{loc=(531.6368056620861, 619.0095104678223, 449.2140495416063), nNeigh=34, name='StarID_00249'}
StarSystem{loc=(529.5953816747561, 627.4613602063038, 462.4067984596222), nNeigh=35, name='StarID_00250'}
StarSystem{loc=(540.1471559856108, 617.68841008189, 450.5874579764383), nNeigh=35, name='StarID_00251'}
StarSystem{loc=(534.0395134607501, 629.5370809063113, 474.37722832188985), nNeigh=35, name='StarID_00252'}
StarSystem{loc=(546.5085733907354, 627.4932903995643, 469.4899844160772), nNeigh=34, name='StarID_00253'}
