WORLD LOG
=========
World(0/1000), Systems: 3943, Ships: 5, Rebels: 30
StarSystem{loc=(830.4482961590738, 952.7698875671741, 238.29923669010233), nNeigh=28, name='StarID_00026'}
StarSystem{loc=(829.6814399207819, 964.7948122787612, 231.51155989477613), nNeigh=28, name='StarID_00027'}
StarSystem{loc=(824.3053806027204, 958.7887317787879, 228.02416982068846), nNeigh=28, name='StarID_00028'}
StarSystem{loc=(391.9977582532586, 658.8254594345022, 789.0748916878409), nNeigh=29, name='StarID_00029'}
StarSystem{loc=(409.89510345894234, 661.2034845390542, 779.14921505722), nNeigh=29, name='StarID_00030'}
StarSystem{loc=(401.81297669708454, 661.7295642445666, 815.7026321365571), nNeigh=26, name='StarID_00031'}
StarSystem{loc=(383.3083919308781, 678.6383812470791, 791.8667169980345), nNeigh=26, name='StarID_00032'}
StarSystem{loc=(401.70920752943874, 665.0578020153956, 792.8153055500347), nNeigh=30, name='StarID_00033'}
StarSystem{loc=(405.48012565371687, 653.5381309447047, 791.7809473800867), nNeigh=28, name='StarID_00034'}
StarSystem{loc=(398.80968940115616, 662.477196162494, 775.9420603808402), nNeigh=28, name='StarID_00035'}
StarSystem{loc=(402.0050569957275, 659.395074281847, 796.8384445928928), nNeigh=30, name='StarID_00036'}
StarSystem{loc=(403.38397489610895, 663.3861414108702, 797.8748862323156), nNeigh=30, name='StarID_00037'}
StarSystem{loc=(401.9342501907177, 654.6271125814295, 797.3967728604534), nNeigh=29, name='StarID_00038'}
StarSystem{loc=(400.89599691272997, 655.0886096196537, 805.5176392928598), nNeigh=27, name='StarID_00039'}
StarSystem{loc=(379.41555375514355, 656.5396262239278, 799.0721696024382), nNeigh=28, name='StarID_00040'}
StarSystem{loc=(426.4063696699077, 630.5544778109715, 763.3534722928271), nNeigh=11, name='StarID_00041'}
StarSystem{loc=(393.9842789829403, 696.0113443818215, 817.5517711457749), nNeigh=18, name='StarID_00042'}
StarSystem{loc=(400.98541953875275, 659.0249716895435, 808.9272553817624), nNeigh=26, name='StarID_00043'}
StarSystem{loc=(402.8843680407451, 660.6878869073416, 798.8889182886304), nNeigh=30, name='StarID_00044'}
StarSystem{loc=(408.7651146785417, 655.311720131677, 786.4440888188778), nNeigh=28, name='StarID_00045'}
StarSystem{loc=(409.40364479891406, 661.0484698899663, 801.9592540212997), nNeigh=29, name='StarID_00046'}
StarSystem{loc=(411.5681641480631, 660.9808333480505, 785.9153415486461), nNeigh=29, name='StarID_00047'}
StarSystem{loc=(391.9967846123395, 665.8480014767377, 755.9033112378876), nNeigh=22, name='StarID_00048'}
StarSystem{loc=(397.7005946530902, 661.3012069153922, 810.5038829982033), nNeigh=26, name='StarID_00049'}
StarSystem{loc=(430.4670966751741, 694.8470517909025, 777.1633299401832), nNeigh=14, name='StarID_00050'}
StarSystem{loc=(380.2633372815436, 697.7452748406116, 775.751117785247), nNeigh=16, name='StarID_00051'}
StarSystem{loc=(395.2511176357177, 657.7482757507169, 798.2393593037515), nNeigh=29, name='StarID_00052'}
StarSystem{loc=(392.46439959099865, 674.2595832275623, 778.8028727592214), nNeigh=28, name='StarID_00053'}
StarSystem{loc=(379.1379332065207, 646.3411899639095, 781.4728335932365), nNeigh=26, name='StarID_00054'}
StarSystem{loc=(402.02568146746233, 659.0888036118106, 788.4791486908995), nNeigh=31, name='StarID_00055'}
StarSystem{loc=(400.3584491810888, 657.1749168206782, 786.3826340283879), nNeigh=30, name='StarID_00056'}
StarSystem{loc=(431.4678161070411, 662.8281378939935, 768.638945063009), nNeigh=22, name='StarID_00057'}
StarSystem{loc=(412.04288059860755, 637.8175820840931, 802.7191671460901), nNeigh=26, name='StarID_00058'}
StarSystem{loc=(374.0212319521611, 666.1421649713687, 826.5661421266316), nNeigh=21, name='StarID_00059'}
StarSystem{loc=(410.8073397570655, 632.1355991527847, 814.7053567426351), nNeigh=22, name='StarID_00060'}
StarSystem{loc=(384.70707664718486, 112.25848882132625, 839.1082089673914), nNeigh=29, name='StarID_00061'}
StarSystem{loc=(391.25616248090165, 116.23236958346926, 837.6237955002716), nNeigh=27, name='StarID_00062'}
StarSystem{loc=(373.38519020077666, 118.16263818081465, 853.0102821754784), nNeigh=29, name='StarID_00063'}
StarSystem{loc=(373.1562868763616, 92.30715351937768, 858.3610588453322), nNeigh=27, name='StarID_00064'}
StarSystem{loc=(388.44498538476006, 113.05453677296325, 847.1995986144279), nNeigh=29, name='StarID_00065'}
StarSystem{loc=(378.90096318536405, 102.12274161329567, 832.2824677446017), nNeigh=29, name='StarID_00066'}
StarSystem{loc=(384.81028676866146, 114.36290749668603, 840.3503120436719), nNeigh=29, name='StarID_00067'}
StarSystem{loc=(378.5037374511262, 112.14015184942595, 830.4178865533332), nNeigh=28, name='StarID_00068'}
StarSystem{loc=(372.2387402951716, 104.05097158498496, 828.5511942657009), nNeigh=29, name='StarID_00069'}
StarSystem{loc=(377.8805889726272, 112.9244370868625, 844.7906655338596), nNeigh=30, name='StarID_00070'}
StarSystem{loc=(377.6329372145342, 94.27953034136736, 845.0184107490663), nNeigh=28, name='StarID_00071'}
StarSystem{loc=(391.63599707825006, 89.82156142182781, 846.6226481108896), nNeigh=29, name='StarID_00072'}
StarSystem{loc=(417.97825305908714, 118.29752967761138, 829.7507959827146), nNeigh=24, name='StarID_00073'}
StarSystem{loc=(381.7738810089236, 111.78251393112492, 815.9539619674089), nNeigh=26, name='StarID_00074'}
StarSystem{loc=(373.08580447141316, 100.09342026603106, 846.8930440665567), nNeigh=28, name='StarID_00075'}
StarSystem{loc=(371.31035952985405, 121.03725293873538, 817.9515057320724), nNeigh=25, name='StarID_00076'}
StarSystem{loc=(395.0646347698441, 117.21527335486688, 831.0242952625398), nNeigh=27, name='StarID_00077'}
StarSystem{loc=(380.7919139926188, 103.53830808571485, 836.071477128689), nNeigh=29, name='StarID_00078'}
StarSystem{loc=(414.601244805784, 101.25487779749155, 853.5231009902377), nNeigh=25, name='StarID_00079'}
StarSystem{loc=(381.5298508839064, 101.96492838784344, 857.6115801049618), nNeigh=29, name='StarID_00080'}
StarSystem{loc=(389.6822329966807, 96.72333330768006, 824.382406529829), nNeigh=27, name='StarID_00081'}
StarSystem{loc=(381.9969624127392, 117.72786449361922, 840.8334112667983), nNeigh=30, name='StarID_00082'}
StarSystem{loc=(397.36060609084984, 134.9020584688495, 819.5740221042452), nNeigh=20, name='StarID_00083'}
StarSystem{loc=(380.50239218039167, 101.09163095049296, 845.5170864397151), nNeigh=30, name='StarID_00084'}
StarSystem{loc=(392.6799738615908, 78.88516610396712, 840.709442233709), nNeigh=25, name='StarID_00085'}
StarSystem{loc=(387.5155076202333, 113.99135672901114, 814.1155377212694), nNeigh=26, name='StarID_00086'}
StarSystem{loc=(379.5271639801579, 107.16071905231566, 833.754286129359), nNeigh=29, name='StarID_00087'}
StarSystem{loc=(384.32553152649183, 119.70823712037019, 852.490970165046), nNeigh=30, name='StarID_00088'}
StarSystem{loc=(671.2984642751321, 900.7236079834928, 719.5094625971795), nNeigh=26, name='StarID_00089'}
StarSystem{loc=(674.4446719785828, 919.077208555927, 721.390863426434), nNeigh=26, name='StarID_00090'}
StarSystem{loc=(681.9992305731496, 923.1977183179639, 743.9261330914809), nNeigh=26, name='StarID_00091'}
StarSystem{loc=(675.303512619658, 918.830331645125, 736.2394890944779), nNeigh=26, name='StarID_00092'}
StarSystem{loc=(674.0364672760718, 919.2433988235914, 716.4520049798329), nNeigh=26, name='StarID_00093'}
StarSystem{loc=(688.1434594063056, 927.646536862054, 705.7359327985145), nNeigh=26, name='StarID_00094'}
StarSystem{loc=(669.8573782739103, 920.4523333868805, 697.8633285697358), nNeigh=26, name='StarID_00095'}
StarSystem{loc=(674.5456524561182, 919.8816768351334, 706.5750974216784), nNeigh=26, name='StarID_00096'}
StarSystem{loc=(674.3697927963768, 925.9601289706953, 706.5342769720926), nNeigh=26, name='StarID_00097'}
StarSystem{loc=(675.1620559700935, 919.2476223075366, 725.1488498587725), nNeigh=26, name='StarID_00098'}
StarSystem{loc=(676.5893083057783, 921.9167038598911, 720.3410690611156), nNeigh=26, name='StarID_00099'}
StarSystem{loc=(674.9758299362805, 920.8929685111228, 726.8318166279269), nNeigh=26, name='StarID_00100'}
StarSystem{loc=(675.3341893466359, 917.9242466286528, 729.5767787001521), nNeigh=26, name='StarID_00101'}
StarSystem{loc=(673.4634866426306, 916.5609807714699, 729.1610945138029), nNeigh=26, name='StarID_00102'}
StarSystem{loc=(688.4695025637694, 902.3752545000962, 715.5311173970854), nNeigh=26, name='StarID_00103'}
StarSystem{loc=(675.4360858646631, 922.1328909028318, 725.8214672263291), nNeigh=26, name='StarID_00104'}
StarSystem{loc=(672.5816873380262, 918.8995710587313, 711.8393012578023), nNeigh=26, name='StarID_00105'}
StarSystem{loc=(670.9815962778441, 915.8006105171853, 723.2902878572094), nNeigh=26, name='StarID_00106'}
StarSystem{loc=(675.5848387914481, 932.5584220995065, 721.8418409035007), nNeigh=26, name='StarID_00107'}
StarSystem{loc=(670.5856834263374, 917.5107411717148, 720.6514070009412), nNeigh=26, name='StarID_00108'}
StarSystem{loc=(678.9921192439136, 930.459907576194, 723.3663735766232), nNeigh=26, name='StarID_00109'}
StarSystem{loc=(676.0563745475731, 927.7619501418661, 719.0248997740608), nNeigh=26, name='StarID_00110'}
StarSystem{loc=(674.9215087775221, 919.1029820640434, 730.7027466945515), nNeigh=26, name='StarID_00111'}
StarSystem{loc=(672.9601701116296, 917.1088901922855, 729.3868433503845), nNeigh=26, name='StarID_00112'}
StarSystem{loc=(674.4782681064097, 919.0050854526424, 714.8247216299857), nNeigh=26, name='StarID_00113'}
StarSystem{loc=(684.5766015275367, 931.9591158924483, 708.383381839236), nNeigh=26, name='StarID_00114'}
StarSystem{loc=(322.1941723542885, 235.63884260034388, 246.76066309590476), nNeigh=28, name='StarID_00115'}
StarSystem{loc=(305.6485058053945, 217.66060184813003, 241.13527991806873), nNeigh=28, name='StarID_00116'}
StarSystem{loc=(313.70374470861185, 229.73638514529756, 250.31578770207767), nNeigh=28, name='StarID_00117'}
StarSystem{loc=(314.2402756075005, 229.3034659832381, 261.7842758116904), nNeigh=28, name='StarID_00118'}
StarSystem{loc=(311.2142651641257, 232.18481320276368, 255.3036171491389), nNeigh=28, name='StarID_00119'}
StarSystem{loc=(304.28021820188724, 226.1920146574407, 275.2141626283257), nNeigh=27, name='StarID_00120'}
StarSystem{loc=(323.03630075943397, 216.30839420201704, 247.5416231285492), nNeigh=28, name='StarID_00121'}
StarSystem{loc=(313.4836723304724, 210.16958977782926, 259.5160823414537), nNeigh=28, name='StarID_00122'}
StarSystem{loc=(306.86515567777116, 232.1174345299119, 277.7783645948258), nNeigh=27, name='StarID_00123'}
StarSystem{loc=(316.229383100457, 230.27507468568916, 246.0363904302327), nNeigh=28, name='StarID_00124'}
StarSystem{loc=(322.4862942448575, 224.1628507568774, 268.7282849276016), nNeigh=28, name='StarID_00125'}
StarSystem{loc=(311.7032228177955, 228.22330003011083, 235.75937210437385), nNeigh=28, name='StarID_00126'}
StarSystem{loc=(301.40800363106507, 219.84643288760896, 261.54277016964716), nNeigh=28, name='StarID_00127'}
StarSystem{loc=(333.22267986952056, 222.15295389861794, 233.8996852240116), nNeigh=26, name='StarID_00128'}
StarSystem{loc=(312.5832978315346, 223.51955384935812, 250.060107083954), nNeigh=28, name='StarID_00129'}
StarSystem{loc=(308.340759049496, 227.11523254204056, 246.30749224641778), nNeigh=28, name='StarID_00130'}
StarSystem{loc=(316.35689250810316, 229.30803405146656, 248.71256155889324), nNeigh=28, name='StarID_00131'}
StarSystem{loc=(318.8267245295347, 230.69457838095676, 252.6856313753666), nNeigh=28, name='StarID_00132'}
StarSystem{loc=(307.0740668120579, 206.1752916124676, 243.53178789045165), nNeigh=28, name='StarID_00133'}
StarSystem{loc=(313.78872187758793, 228.32322256810122, 253.6520946060252), nNeigh=28, name='StarID_00134'}
StarSystem{loc=(309.68868377766205, 236.26695781890055, 247.25138436044108), nNeigh=29, name='StarID_00135'}
StarSystem{loc=(316.8364714045907, 226.08265202107555, 232.3363381611784), nNeigh=28, name='StarID_00136'}
StarSystem{loc=(320.9395757605907, 218.14284068338176, 259.270405627817), nNeigh=28, name='StarID_00137'}
StarSystem{loc=(307.88091185967926, 230.8052962725682, 259.61925096419054), nNeigh=28, name='StarID_00138'}
StarSystem{loc=(315.22306923632993, 227.72812666475767, 249.73610496105658), nNeigh=28, name='StarID_00139'}
StarSystem{loc=(312.1310521956019, 229.21176185503862, 252.52640782701565), nNeigh=28, name='StarID_00140'}
StarSystem{loc=(315.3944975437373, 230.91791671562677, 246.5833861856205), nNeigh=28, name='StarID_00141'}
StarSystem{loc=(318.7015938594874, 228.74710136299421, 251.78588180334975), nNeigh=28, name='StarID_00142'}
StarSystem{loc=(304.31805582109655, 156.45519294922624, 409.2636119601311), nNeigh=28, name='StarID_00143'}
StarSystem{loc=(304.3191662701772, 143.4634899048419, 422.9776260164649), nNeigh=29, name='StarID_00144'}
StarSystem{loc=(298.6762959209116, 155.5355891531013, 438.9362687281067), nNeigh=27, name='StarID_00145'}
StarSystem{loc=(299.53477445004955, 162.0130188128992, 416.3831991860124), nNeigh=28, name='StarID_00146'}
StarSystem{loc=(300.68364325420765, 147.12971155123543, 423.4912902079536), nNeigh=30, name='StarID_00147'}
StarSystem{loc=(291.13791435758765, 170.8797358300808, 394.65238644472083), nNeigh=22, name='StarID_00148'}
StarSystem{loc=(304.541302082795, 154.00456776002525, 449.1302578106133), nNeigh=24, name='StarID_00149'}
StarSystem{loc=(298.4744787124775, 151.76627528210423, 428.87775899945393), nNeigh=30, name='StarID_00150'}
StarSystem{loc=(317.4111026095693, 141.3910955946073, 425.18522492624936), nNeigh=28, name='StarID_00151'}
StarSystem{loc=(316.84843102948423, 152.43150391465443, 464.03310190166457), nNeigh=18, name='StarID_00152'}
StarSystem{loc=(299.7609695259517, 153.26235843351776, 437.95359932816615), nNeigh=28, name='StarID_00153'}
StarSystem{loc=(297.5656390242575, 151.36456323795045, 447.48845666301696), nNeigh=25, name='StarID_00154'}
StarSystem{loc=(285.17401723118985, 148.9781600836389, 388.672249123341), nNeigh=18, name='StarID_00155'}
StarSystem{loc=(280.45124810061617, 167.92964508828499, 463.94090856129594), nNeigh=18, name='StarID_00156'}
StarSystem{loc=(314.3151464387505, 147.5758787697094, 442.3898061297236), nNeigh=23, name='StarID_00157'}
StarSystem{loc=(273.64052709391336, 145.69680070184165, 421.1110759153476), nNeigh=28, name='StarID_00158'}
StarSystem{loc=(307.3208282693187, 145.32883868840236, 411.01098517516897), nNeigh=27, name='StarID_00159'}
StarSystem{loc=(302.2471426264142, 149.08122069551803, 412.5574892361311), nNeigh=28, name='StarID_00160'}
StarSystem{loc=(303.62017058500453, 153.59470767300823, 386.68667982934153), nNeigh=19, name='StarID_00161'}
StarSystem{loc=(307.38315512485264, 140.73517739491572, 391.40087250764685), nNeigh=20, name='StarID_00162'}
StarSystem{loc=(309.6665558015885, 149.73176917805011, 430.91326595565204), nNeigh=30, name='StarID_00163'}
StarSystem{loc=(298.1836111621433, 152.80769583606084, 423.57817467328516), nNeigh=30, name='StarID_00164'}
StarSystem{loc=(321.97719857245465, 143.63333427538382, 453.97282671089886), nNeigh=21, name='StarID_00165'}
StarSystem{loc=(282.05017877268006, 130.43897956353345, 403.60960858319095), nNeigh=23, name='StarID_00166'}
StarSystem{loc=(302.56875320618525, 155.8564661112755, 436.3223673485164), nNeigh=29, name='StarID_00167'}
StarSystem{loc=(305.1233102375911, 155.84209384646616, 442.8388534763611), nNeigh=25, name='StarID_00168'}
StarSystem{loc=(298.2487252896874, 161.3874969235087, 442.146137982975), nNeigh=26, name='StarID_00169'}
StarSystem{loc=(292.88311321101594, 154.4374448491632, 432.74753546012914), nNeigh=30, name='StarID_00170'}
StarSystem{loc=(264.90456702259246, 160.72096908175394, 436.41972107128953), nNeigh=20, name='StarID_00171'}
StarSystem{loc=(300.89467834072326, 134.65312529809336, 407.63455983840515), nNeigh=26, name='StarID_00172'}
StarSystem{loc=(286.17908204598535, 148.07988001198916, 400.1646930369699), nNeigh=25, name='StarID_00173'}
StarSystem{loc=(338.68209560586246, 323.35093050696435, 367.73510638277565), nNeigh=28, name='StarID_00174'}
StarSystem{loc=(325.9093827660326, 318.30850679665735, 397.13693625911674), nNeigh=17, name='StarID_00175'}
StarSystem{loc=(358.01649177683106, 316.15029483486404, 356.2356209323452), nNeigh=23, name='StarID_00176'}
StarSystem{loc=(336.8875947947675, 302.11058874529095, 347.46101996534895), nNeigh=18, name='StarID_00177'}
StarSystem{loc=(354.5869447992845, 352.42371302508116, 360.7839139584908), nNeigh=31, name='StarID_00178'}
StarSystem{loc=(340.6862054931925, 324.7601625854943, 387.52219744604724), nNeigh=27, name='StarID_00179'}
StarSystem{loc=(345.0379031052846, 324.75467704565136, 349.0793221995907), nNeigh=25, name='StarID_00180'}
StarSystem{loc=(334.8283364058479, 309.7568997832482, 359.7180282526656), nNeigh=25, name='StarID_00181'}
StarSystem{loc=(345.62303493776784, 325.4145208081046, 373.58489439625214), nNeigh=27, name='StarID_00182'}
StarSystem{loc=(332.9539218645694, 316.8828460011753, 357.0961135327971), nNeigh=27, name='StarID_00183'}
StarSystem{loc=(338.81268077541733, 322.2036280671139, 327.88925564550254), nNeigh=18, name='StarID_00184'}
StarSystem{loc=(348.46763854352935, 321.96894401125286, 386.78808836867273), nNeigh=24, name='StarID_00185'}
StarSystem{loc=(338.1585335389543, 323.9759979339697, 361.86280170437806), nNeigh=28, name='StarID_00186'}
StarSystem{loc=(350.5148668736489, 312.78195271011214, 350.0749529108838), nNeigh=21, name='StarID_00187'}
StarSystem{loc=(335.5904488436874, 322.8036196683038, 385.22983288230256), nNeigh=28, name='StarID_00188'}
StarSystem{loc=(345.10143506065566, 307.4572679991546, 398.90010743526034), nNeigh=19, name='StarID_00189'}
StarSystem{loc=(321.6759099374242, 324.06494588809414, 369.1385391135019), nNeigh=30, name='StarID_00190'}
StarSystem{loc=(343.63788736614583, 298.87298544544086, 345.2848322166151), nNeigh=18, name='StarID_00191'}
StarSystem{loc=(350.91050115530265, 324.21473894148045, 354.47317684982715), nNeigh=27, name='StarID_00192'}
StarSystem{loc=(333.5775246598811, 322.82220760298964, 362.9026177778314), nNeigh=28, name='StarID_00193'}
StarSystem{loc=(338.55229241703734, 323.3142824051059, 360.58673624331465), nNeigh=28, name='StarID_00194'}
StarSystem{loc=(341.73973725053304, 332.3849570082812, 397.0888265982265), nNeigh=26, name='StarID_00195'}
StarSystem{loc=(339.1076047625651, 330.3487221580675, 360.69268482305665), nNeigh=29, name='StarID_00196'}
StarSystem{loc=(841.7766930773298, 747.6948060317308, 768.5420075098052), nNeigh=15, name='StarID_00197'}
StarSystem{loc=(837.6315536645808, 748.2819133569399, 754.9050587350965), nNeigh=15, name='StarID_00198'}
StarSystem{loc=(855.9881006625992, 737.9564675912608, 761.7998918071047), nNeigh=15, name='StarID_00199'}
StarSystem{loc=(846.5473250314882, 730.4206542588106, 741.5365574333099), nNeigh=15, name='StarID_00200'}
StarSystem{loc=(843.0840321853665, 756.2420928106419, 750.8646557786578), nNeigh=15, name='StarID_00201'}
StarSystem{loc=(816.4367045555556, 739.4983640829877, 764.8369225947788), nNeigh=15, name='StarID_00202'}
StarSystem{loc=(832.0910400386086, 759.6647041824538, 747.2272049245573), nNeigh=15, name='StarID_00203'}
StarSystem{loc=(848.836786562498, 756.1020936070277, 769.4040481321321), nNeigh=15, name='StarID_00204'}
StarSystem{loc=(835.9247738903846, 742.8245777887383, 770.2503878500588), nNeigh=15, name='StarID_00205'}
StarSystem{loc=(839.9631131740437, 741.1467996576741, 759.5487197892926), nNeigh=15, name='StarID_00206'}
StarSystem{loc=(829.3364550945885, 744.7447221729849, 755.9579918268959), nNeigh=15, name='StarID_00207'}
StarSystem{loc=(831.8154612243277, 754.9558143473859, 755.4869570145014), nNeigh=15, name='StarID_00208'}
StarSystem{loc=(840.8173237515954, 741.7093622638732, 759.8272657898656), nNeigh=15, name='StarID_00209'}
StarSystem{loc=(838.264192628636, 741.1883041106282, 737.3264834992084), nNeigh=15, name='StarID_00210'}
StarSystem{loc=(838.5562435013111, 741.339461247653, 756.1365375173889), nNeigh=15, name='StarID_00211'}
StarSystem{loc=(830.265901254551, 740.6864411122699, 775.6371423600389), nNeigh=15, name='StarID_00212'}
StarSystem{loc=(781.8524900260254, 706.4010242233055, 404.00916565005605), nNeigh=15, name='StarID_00213'}
StarSystem{loc=(784.8899400594464, 710.1937600507824, 412.7567945390867), nNeigh=15, name='StarID_00214'}
StarSystem{loc=(776.1295407059256, 708.784891142323, 402.8928963279798), nNeigh=15, name='StarID_00215'}
StarSystem{loc=(763.854934170228, 717.5301467787514, 373.75218521671326), nNeigh=12, name='StarID_00216'}
StarSystem{loc=(784.5793738114083, 710.868138656096, 430.19738844157496), nNeigh=12, name='StarID_00217'}
StarSystem{loc=(766.9243520913492, 705.3416528191024, 413.66115404427717), nNeigh=15, name='StarID_00218'}
StarSystem{loc=(783.8966039148531, 706.6958943240832, 384.96702919815317), nNeigh=15, name='StarID_00219'}
StarSystem{loc=(786.1859970116648, 708.945325172054, 424.276939800482), nNeigh=13, name='StarID_00220'}
StarSystem{loc=(800.1711327827456, 700.9076612881644, 416.0337556946384), nNeigh=13, name='StarID_00221'}
StarSystem{loc=(786.6445799353412, 692.2763318848192, 389.16091146770975), nNeigh=14, name='StarID_00222'}
StarSystem{loc=(788.8200826264033, 730.332108205465, 377.6234253017501), nNeigh=13, name='StarID_00223'}
StarSystem{loc=(786.6730860041566, 713.8269021050488, 412.1661835769996), nNeigh=15, name='StarID_00224'}
StarSystem{loc=(773.3686151091316, 734.0301342603217, 412.1831966117217), nNeigh=15, name='StarID_00225'}
StarSystem{loc=(782.7831931593802, 709.7660420450292, 408.77826752182807), nNeigh=15, name='StarID_00226'}
StarSystem{loc=(762.3008887988534, 712.1179880346858, 383.8773711378849), nNeigh=13, name='StarID_00227'}
StarSystem{loc=(321.7372118293334, 378.4348216881624, 347.95538210718297), nNeigh=20, name='StarID_00228'}
StarSystem{loc=(314.9906434160027, 358.2660604811301, 360.79956703194995), nNeigh=34, name='StarID_00229'}
StarSystem{loc=(320.71754450229673, 377.3113676316783, 381.7090549207681), nNeigh=29, name='StarID_00230'}
StarSystem{loc=(331.0659671006409, 393.503643307207, 392.7470268743942), nNeigh=20, name='StarID_00231'}
StarSystem{loc=(295.14920782679116, 367.30340279190614, 367.2240241256135), nNeigh=21, name='StarID_00232'}
StarSystem{loc=(334.9631770507808, 340.43170328710363, 389.7768316634504), nNeigh=32, name='StarID_00233'}
StarSystem{loc=(278.337473210385, 363.2375694661743, 383.57568100538265), nNeigh=16, name='StarID_00234'}
StarSystem{loc=(311.968309780542, 384.842189990893, 406.1217067846898), nNeigh=20, name='StarID_00235'}
StarSystem{loc=(329.7033551115449, 342.15857161853927, 388.964750254768), nNeigh=35, name='StarID_00236'}
StarSystem{loc=(319.05405832236045, 378.65089536662913, 388.68040404998374), nNeigh=28, name='StarID_00237'}
StarSystem{loc=(318.26070401259994, 377.8299361101131, 386.0652756142878), nNeigh=28, name='StarID_00238'}
StarSystem{loc=(310.7491530428357, 379.6992878523634, 374.2251701940168), nNeigh=27, name='StarID_00239'}
StarSystem{loc=(305.3952452086778, 361.9777353593706, 383.21180753995344), nNeigh=26, name='StarID_00240'}
StarSystem{loc=(327.6752938877957, 375.7735269675476, 340.1673380329803), nNeigh=16, name='StarID_00241'}
StarSystem{loc=(311.8782057096841, 385.2581002827612, 420.87059146445444), nNeigh=13, name='StarID_00242'}
StarSystem{loc=(355.80719142780646, 377.2766784135633, 394.35464256554576), nNeigh=19, name='StarID_00243'}
StarSystem{loc=(356.58045143036964, 392.73789672135706, 369.6537751215687), nNeigh=15, name='StarID_00244'}
StarSystem{loc=(346.1711683150284, 407.3654977854379, 397.7752666509382), nNeigh=12, name='StarID_00245'}
StarSystem{loc=(300.2330760928459, 379.0239641904913, 386.02360421657255), nNeigh=20, name='StarID_00246'}
StarSystem{loc=(316.20885411155894, 363.1119493257672, 369.5497227995144), nNeigh=36, name='StarID_00247'}
StarSystem{loc=(319.9984076290717, 380.64081376189165, 389.84152100379754), nNeigh=27, name='StarID_00248'}
StarSystem{loc=(312.58670942508013, 391.475656955684, 403.23776428110244), nNeigh=19, name='StarID_00249'}
StarSystem{loc=(315.64293164847373, 366.78672596873463, 383.4774028815579), nNeigh=32, name='StarID_00250'}
StarSystem{loc=(334.4361039532694, 357.2549402083661, 356.7424134994639), nNeigh=39, name='StarID_00251'}
StarSystem{loc=(294.0555187061648, 384.9313610857659, 364.98803297168485), nNeigh=21, name='StarID_00252'}
