WORLD LOG
=========
World(0/1000), Systems: 4405, Ships: 6, Rebels: 36
StarSystem{loc=(541.6447621861603, 709.0759340324574, 58.37031670516411), nNeigh=31, name='StarID_00023'}
StarSystem{loc=(544.8496937043418, 687.7631899200117, 30.37625452786373), nNeigh=31, name='StarID_00024'}
StarSystem{loc=(556.1578297017343, 701.8677866445871, 44.49784610057532), nNeigh=31, name='StarID_00025'}
StarSystem{loc=(559.6277149519425, 695.3240020364606, 34.49147961398043), nNeigh=31, name='StarID_00026'}
StarSystem{loc=(556.3601529698292, 702.1311822787306, 48.882512002672506), nNeigh=31, name='StarID_00027'}
StarSystem{loc=(555.9288788989729, 706.3976949290824, 43.9162100448605), nNeigh=31, name='StarID_00028'}
StarSystem{loc=(551.5833000036595, 679.1246186827703, 49.943858859742434), nNeigh=31, name='StarID_00029'}
StarSystem{loc=(555.5272805926406, 703.4622185575151, 42.13321570975247), nNeigh=31, name='StarID_00030'}
StarSystem{loc=(550.2339825903238, 709.758036787754, 28.046005182000712), nNeigh=31, name='StarID_00031'}
StarSystem{loc=(873.2097471659099, 461.40453883238024, 677.9365107418658), nNeigh=42, name='StarID_00032'}
StarSystem{loc=(868.3962170886213, 449.3395493785249, 684.2762426147509), nNeigh=43, name='StarID_00033'}
StarSystem{loc=(883.085663309681, 458.75169678453943, 702.3425292068481), nNeigh=43, name='StarID_00034'}
StarSystem{loc=(880.7604809664025, 468.2276313005817, 664.4936044473086), nNeigh=44, name='StarID_00035'}
StarSystem{loc=(866.2369800478347, 440.8814792369629, 664.1700685814551), nNeigh=43, name='StarID_00036'}
StarSystem{loc=(848.112136175033, 449.7639260750834, 671.1228830427214), nNeigh=43, name='StarID_00037'}
StarSystem{loc=(847.9786594075607, 451.95272582248907, 690.9978961322117), nNeigh=42, name='StarID_00038'}
StarSystem{loc=(872.8645421515445, 459.35935923184877, 683.0124256464863), nNeigh=42, name='StarID_00039'}
StarSystem{loc=(873.1809132414827, 462.1346682288251, 679.9231175869992), nNeigh=42, name='StarID_00040'}
StarSystem{loc=(873.8038396617496, 458.42919172305824, 693.7619705641436), nNeigh=43, name='StarID_00041'}
StarSystem{loc=(867.7730665800589, 464.8314798229829, 670.8040391434004), nNeigh=43, name='StarID_00042'}
StarSystem{loc=(852.4541762166299, 462.1914111282049, 693.0681212858414), nNeigh=42, name='StarID_00043'}
StarSystem{loc=(862.3542370307842, 453.1840934184891, 679.6937446026084), nNeigh=43, name='StarID_00044'}
StarSystem{loc=(872.7411232662646, 462.44910807170265, 680.6279907442057), nNeigh=42, name='StarID_00045'}
StarSystem{loc=(875.8739989797618, 443.3994514317894, 669.1012320172757), nNeigh=43, name='StarID_00046'}
StarSystem{loc=(885.8489858023348, 446.147726472628, 679.6753445633415), nNeigh=42, name='StarID_00047'}
StarSystem{loc=(890.6694626191357, 468.6314824830124, 673.1315773309332), nNeigh=43, name='StarID_00048'}
StarSystem{loc=(877.8387820494424, 463.37486902325685, 697.0592161945956), nNeigh=43, name='StarID_00049'}
StarSystem{loc=(877.0813200348346, 459.6779977977386, 681.938172251962), nNeigh=42, name='StarID_00050'}
StarSystem{loc=(870.3330980055579, 455.7039823037509, 682.2798886563388), nNeigh=42, name='StarID_00051'}
StarSystem{loc=(867.5648308243249, 452.007494872203, 659.3843104397845), nNeigh=43, name='StarID_00052'}
StarSystem{loc=(877.0204905439823, 456.31301011552074, 674.8976974291141), nNeigh=42, name='StarID_00053'}
StarSystem{loc=(871.5794725849893, 467.1094183275709, 706.160005860396), nNeigh=42, name='StarID_00054'}
StarSystem{loc=(866.264264650164, 463.9530880789136, 689.7277149246514), nNeigh=42, name='StarID_00055'}
StarSystem{loc=(871.5226744542216, 474.22058700544295, 682.260485514731), nNeigh=43, name='StarID_00056'}
StarSystem{loc=(869.2023204341489, 453.42864858846616, 685.4274928262915), nNeigh=43, name='StarID_00057'}
StarSystem{loc=(852.7981899103331, 450.0996042545348, 665.7704907211815), nNeigh=43, name='StarID_00058'}
StarSystem{loc=(878.3500029078388, 458.950749908677, 680.4985807217034), nNeigh=42, name='StarID_00059'}
StarSystem{loc=(868.1221232724796, 465.570269506036, 678.2664137875555), nNeigh=42, name='StarID_00060'}
StarSystem{loc=(870.1685038125427, 464.72823591756526, 685.2825300098106), nNeigh=42, name='StarID_00061'}
StarSystem{loc=(871.9603621622324, 443.7388999336217, 680.8679634259883), nNeigh=43, name='StarID_00062'}
StarSystem{loc=(877.3567212226607, 465.2971336317605, 692.4838114076236), nNeigh=42, name='StarID_00063'}
StarSystem{loc=(879.2104791680678, 470.96687207833514, 672.6145662373178), nNeigh=44, name='StarID_00064'}
StarSystem{loc=(848.971773439531, 478.17229215628487, 679.3783361281783), nNeigh=44, name='StarID_00065'}
StarSystem{loc=(885.7154988781006, 471.5109916290286, 657.2756497852674), nNeigh=43, name='StarID_00066'}
StarSystem{loc=(874.7760916323559, 457.2099389355694, 685.6466164856096), nNeigh=43, name='StarID_00067'}
StarSystem{loc=(872.6089237524458, 461.35531715554106, 700.6654747683352), nNeigh=43, name='StarID_00068'}
StarSystem{loc=(865.6854649087629, 479.4356741847297, 689.9113477641262), nNeigh=44, name='StarID_00069'}
StarSystem{loc=(872.6835507228283, 464.0158207587831, 673.9900206897688), nNeigh=43, name='StarID_00070'}
StarSystem{loc=(876.3835091025676, 483.71326473946544, 686.2708439054526), nNeigh=43, name='StarID_00071'}
StarSystem{loc=(862.0705007910623, 465.12691376616385, 689.2024325981456), nNeigh=42, name='StarID_00072'}
StarSystem{loc=(872.4029359917597, 460.40364548572126, 669.4105225315274), nNeigh=43, name='StarID_00073'}
StarSystem{loc=(880.5280167296714, 451.4318288927657, 682.2961473112612), nNeigh=42, name='StarID_00074'}
StarSystem{loc=(640.0299743632954, 571.8954770898799, 430.6060806312701), nNeigh=34, name='StarID_00075'}
StarSystem{loc=(646.2360270241047, 583.3464996826865, 393.1240434492794), nNeigh=42, name='StarID_00076'}
StarSystem{loc=(628.8676918313639, 566.6795160653346, 422.10864342690843), nNeigh=41, name='StarID_00077'}
StarSystem{loc=(631.9565053495003, 583.4907342473139, 422.18408543091687), nNeigh=35, name='StarID_00078'}
StarSystem{loc=(639.606619053693, 581.4421220246763, 424.97812697789556), nNeigh=35, name='StarID_00079'}
StarSystem{loc=(636.9665795293466, 575.8996534522078, 438.4940734505234), nNeigh=33, name='StarID_00080'}
StarSystem{loc=(641.2254306059883, 579.5778166693337, 420.4916658318944), nNeigh=33, name='StarID_00081'}
StarSystem{loc=(616.7687076501671, 591.993877817668, 437.9257309029487), nNeigh=41, name='StarID_00082'}
StarSystem{loc=(616.4919848544895, 591.5183946108687, 422.0331596580654), nNeigh=34, name='StarID_00083'}
StarSystem{loc=(613.8532524677772, 576.7308490382676, 422.8466405618251), nNeigh=41, name='StarID_00084'}
StarSystem{loc=(612.0213023368735, 593.4326339528186, 440.22874838339254), nNeigh=41, name='StarID_00085'}
StarSystem{loc=(647.2698618894516, 593.1215816217679, 439.0920824737988), nNeigh=34, name='StarID_00086'}
StarSystem{loc=(652.2603008704006, 558.8752468225996, 443.7103888098911), nNeigh=24, name='StarID_00087'}
StarSystem{loc=(636.8130822201681, 582.3165758311369, 435.24603675266286), nNeigh=32, name='StarID_00088'}
StarSystem{loc=(640.708970507505, 576.8217443861741, 405.9957976476756), nNeigh=36, name='StarID_00089'}
StarSystem{loc=(643.1761969846317, 577.551859182984, 411.8441135416062), nNeigh=35, name='StarID_00090'}
StarSystem{loc=(639.1432552645899, 583.9148775815992, 433.9021068972368), nNeigh=33, name='StarID_00091'}
StarSystem{loc=(637.3293722352158, 581.5241188201, 424.4241209349391), nNeigh=34, name='StarID_00092'}
StarSystem{loc=(648.753928462634, 582.5954372358862, 422.5387739843754), nNeigh=37, name='StarID_00093'}
StarSystem{loc=(611.5252892785664, 586.7213399005036, 398.793349181334), nNeigh=30, name='StarID_00094'}
StarSystem{loc=(639.0658170383396, 585.8829799304287, 404.549245371387), nNeigh=40, name='StarID_00095'}
StarSystem{loc=(646.1834382814739, 609.1624966379586, 422.1957037228579), nNeigh=45, name='StarID_00096'}
StarSystem{loc=(623.287372449274, 595.2176301250452, 399.688681298513), nNeigh=37, name='StarID_00097'}
StarSystem{loc=(637.1848404774865, 580.5203730282586, 423.1800495350781), nNeigh=34, name='StarID_00098'}
StarSystem{loc=(640.9022774140284, 574.9975266565667, 455.5534933458291), nNeigh=27, name='StarID_00099'}
StarSystem{loc=(637.668664104842, 580.1333263875501, 409.9695040305099), nNeigh=36, name='StarID_00100'}
StarSystem{loc=(649.3668499905301, 587.5277581280354, 438.49978481035265), nNeigh=31, name='StarID_00101'}
StarSystem{loc=(642.5003325900641, 572.88429993599, 455.5729838649154), nNeigh=27, name='StarID_00102'}
StarSystem{loc=(637.7955141945863, 581.4855953144595, 422.9510984678195), nNeigh=34, name='StarID_00103'}
StarSystem{loc=(628.2956089618722, 598.1437109185246, 415.45187211810986), nNeigh=38, name='StarID_00104'}
StarSystem{loc=(409.08564187825783, 231.43628425970007, 369.0370905063215), nNeigh=17, name='StarID_00105'}
StarSystem{loc=(459.2695391082266, 230.9685610830902, 315.4264526279988), nNeigh=25, name='StarID_00106'}
StarSystem{loc=(432.42732704376044, 219.17671092459122, 335.25705437073503), nNeigh=34, name='StarID_00107'}
StarSystem{loc=(438.12725154462635, 245.32953900331862, 330.62887627759864), nNeigh=30, name='StarID_00108'}
StarSystem{loc=(463.1304615024817, 226.6997488677351, 339.3956931136437), nNeigh=28, name='StarID_00109'}
StarSystem{loc=(433.11685549905746, 201.75351144888577, 330.46279733206444), nNeigh=30, name='StarID_00110'}
StarSystem{loc=(432.674392605389, 221.37092736122094, 325.4210025610068), nNeigh=32, name='StarID_00111'}
StarSystem{loc=(408.7685877879295, 217.65813403609707, 326.11504397802514), nNeigh=27, name='StarID_00112'}
StarSystem{loc=(432.6992370115365, 226.09626771250655, 335.58801608458526), nNeigh=34, name='StarID_00113'}
StarSystem{loc=(425.27063848269023, 216.58624769345906, 357.35321307661735), nNeigh=28, name='StarID_00114'}
StarSystem{loc=(433.843375804405, 225.81834299639382, 366.6243446193663), nNeigh=26, name='StarID_00115'}
StarSystem{loc=(439.20325433438114, 221.862553171667, 316.5889098708377), nNeigh=27, name='StarID_00116'}
StarSystem{loc=(426.02241892099033, 230.12963371914583, 299.2940804186534), nNeigh=20, name='StarID_00117'}
StarSystem{loc=(434.4232927549372, 225.40305697176507, 342.02993155926976), nNeigh=34, name='StarID_00118'}
StarSystem{loc=(447.719552952944, 254.67848147030077, 356.9918597623871), nNeigh=24, name='StarID_00119'}
StarSystem{loc=(469.4304246330171, 204.55581810226045, 332.4575051268966), nNeigh=21, name='StarID_00120'}
StarSystem{loc=(426.1956836507283, 196.1511566685677, 370.4795221784723), nNeigh=18, name='StarID_00121'}
StarSystem{loc=(437.0427607756966, 228.7569271672372, 323.5984179354871), nNeigh=31, name='StarID_00122'}
StarSystem{loc=(434.3345963667829, 212.14753196414026, 338.5256906015217), nNeigh=34, name='StarID_00123'}
StarSystem{loc=(450.36927637318473, 208.3840313051275, 340.17624239171795), nNeigh=32, name='StarID_00124'}
StarSystem{loc=(422.2828583330207, 226.3189570420975, 373.03669815539433), nNeigh=21, name='StarID_00125'}
StarSystem{loc=(455.6629821108562, 221.46416142875853, 366.95373388565093), nNeigh=26, name='StarID_00126'}
StarSystem{loc=(434.686489525665, 225.12557349488353, 337.7933471348037), nNeigh=34, name='StarID_00127'}
StarSystem{loc=(415.10517605550825, 234.7385531198162, 320.42220985126806), nNeigh=25, name='StarID_00128'}
StarSystem{loc=(446.87554827678605, 248.55365994380452, 325.0855420806315), nNeigh=28, name='StarID_00129'}
StarSystem{loc=(447.8481768337446, 220.03861435129346, 318.20839043337804), nNeigh=29, name='StarID_00130'}
StarSystem{loc=(459.0906651051048, 232.39999450546057, 364.7633160390912), nNeigh=26, name='StarID_00131'}
StarSystem{loc=(436.30867440227405, 185.59432209592438, 336.74388518825566), nNeigh=20, name='StarID_00132'}
StarSystem{loc=(432.5775273096363, 221.10046765136394, 357.0053249900733), nNeigh=31, name='StarID_00133'}
StarSystem{loc=(435.03571296745514, 225.6783199339452, 355.1068657185059), nNeigh=33, name='StarID_00134'}
StarSystem{loc=(437.9620223910908, 239.3172132459705, 307.235082130965), nNeigh=23, name='StarID_00135'}
StarSystem{loc=(437.03806167440626, 245.2985439870347, 314.55179271753747), nNeigh=25, name='StarID_00136'}
StarSystem{loc=(454.7355258969511, 233.8930361234209, 331.0742090793416), nNeigh=30, name='StarID_00137'}
StarSystem{loc=(432.56115907662087, 225.74856892720405, 334.01835743192737), nNeigh=34, name='StarID_00138'}
StarSystem{loc=(879.9189336601428, 410.53449387201033, 76.57073786486278), nNeigh=23, name='StarID_00139'}
StarSystem{loc=(843.074714965614, 428.5595321662313, 99.8609063616176), nNeigh=14, name='StarID_00140'}
StarSystem{loc=(865.4377362332476, 411.68534776721594, 36.719467998839434), nNeigh=13, name='StarID_00141'}
StarSystem{loc=(849.7105247673276, 392.10003496064, 89.30503089847674), nNeigh=19, name='StarID_00142'}
StarSystem{loc=(881.0598940651221, 411.46904100202113, 63.862720075493876), nNeigh=20, name='StarID_00143'}
StarSystem{loc=(862.3493043610462, 409.71470876883643, 66.18045569755438), nNeigh=22, name='StarID_00144'}
StarSystem{loc=(872.8937890052052, 409.0029416916982, 14.931449268117625), nNeigh=7, name='StarID_00145'}
StarSystem{loc=(846.0373291625497, 388.36357986686636, 94.25384764698595), nNeigh=14, name='StarID_00146'}
StarSystem{loc=(888.8730103900361, 418.3963348271606, 46.352222502552095), nNeigh=13, name='StarID_00147'}
StarSystem{loc=(890.563459373465, 417.09061252409634, 103.13238432314498), nNeigh=18, name='StarID_00148'}
StarSystem{loc=(869.1965453727054, 395.762451686217, 67.34365948176867), nNeigh=21, name='StarID_00149'}
StarSystem{loc=(893.110234502939, 430.7329741549549, 67.29381416013273), nNeigh=14, name='StarID_00150'}
StarSystem{loc=(882.1174269079936, 404.5873877931647, 58.706918767613196), nNeigh=19, name='StarID_00151'}
StarSystem{loc=(837.2309835603929, 419.5389941399422, 61.75593065669755), nNeigh=15, name='StarID_00152'}
StarSystem{loc=(851.3962599213005, 420.2754551443485, 93.1954433391359), nNeigh=20, name='StarID_00153'}
StarSystem{loc=(840.5802652837715, 390.9285344955563, 33.29751230653331), nNeigh=7, name='StarID_00154'}
StarSystem{loc=(864.6565187968237, 402.78414586275545, 106.62407602775222), nNeigh=18, name='StarID_00155'}
StarSystem{loc=(896.8910233538944, 420.96585431216766, 102.35391382636217), nNeigh=13, name='StarID_00156'}
StarSystem{loc=(862.5482534981896, 412.3081282289822, 51.29372368803908), nNeigh=17, name='StarID_00157'}
StarSystem{loc=(891.6074612823664, 433.43000668612507, 109.65937288062082), nNeigh=10, name='StarID_00158'}
StarSystem{loc=(857.5414970338215, 389.55406194769733, 81.42722608016071), nNeigh=19, name='StarID_00159'}
StarSystem{loc=(838.7175175056134, 375.4632998992443, 92.323574919825), nNeigh=8, name='StarID_00160'}
StarSystem{loc=(862.0553242556035, 420.87625996833697, 83.41882809856746), nNeigh=22, name='StarID_00161'}
StarSystem{loc=(873.2151236697289, 412.8208100359124, 121.10269676977137), nNeigh=12, name='StarID_00162'}
StarSystem{loc=(891.299194945577, 380.55883404677377, 73.64415744232761), nNeigh=13, name='StarID_00163'}
StarSystem{loc=(869.298791888617, 406.63544771278134, 67.6526256164655), nNeigh=22, name='StarID_00164'}
StarSystem{loc=(866.7130233157606, 418.64309934499556, 105.20611445978386), nNeigh=17, name='StarID_00165'}
StarSystem{loc=(654.1473034885581, 624.4247746042357, 881.3242744699647), nNeigh=31, name='StarID_00166'}
StarSystem{loc=(624.2053798124685, 639.8738293255539, 878.0593923271599), nNeigh=31, name='StarID_00167'}
StarSystem{loc=(636.915828447749, 642.2447079532421, 886.4285289418311), nNeigh=31, name='StarID_00168'}
StarSystem{loc=(627.9852954769424, 642.0607677961582, 868.5601995358372), nNeigh=31, name='StarID_00169'}
StarSystem{loc=(639.4532904044952, 646.161050153498, 890.9793172341077), nNeigh=31, name='StarID_00170'}
StarSystem{loc=(642.4548209367948, 638.7163002846931, 879.8985151668278), nNeigh=31, name='StarID_00171'}
StarSystem{loc=(635.6685472575216, 651.2526166111008, 877.3490892576942), nNeigh=31, name='StarID_00172'}
StarSystem{loc=(639.8803590884684, 634.2583650938735, 894.183864833944), nNeigh=31, name='StarID_00173'}
StarSystem{loc=(638.7109521285852, 652.831093277544, 879.0310756377438), nNeigh=31, name='StarID_00174'}
StarSystem{loc=(634.7130052863587, 633.5024633857267, 893.7215999195926), nNeigh=31, name='StarID_00175'}
StarSystem{loc=(642.1673392309342, 659.103046689823, 875.5020003153779), nNeigh=31, name='StarID_00176'}
StarSystem{loc=(634.9739922930888, 640.7542182104781, 883.3455657142017), nNeigh=31, name='StarID_00177'}
StarSystem{loc=(625.3991561453778, 624.4311139897814, 895.3538412982471), nNeigh=32, name='StarID_00178'}
StarSystem{loc=(637.4459421855771, 625.7719451934665, 901.8005562811267), nNeigh=32, name='StarID_00179'}
StarSystem{loc=(646.2256927372081, 645.6902011050493, 876.9301995702945), nNeigh=31, name='StarID_00180'}
StarSystem{loc=(638.5160616006085, 641.7283403948692, 887.275913737051), nNeigh=31, name='StarID_00181'}
StarSystem{loc=(635.9707967251055, 640.6963693774371, 892.8454085025267), nNeigh=31, name='StarID_00182'}
StarSystem{loc=(636.7995727220294, 638.1241162887646, 888.2621896106695), nNeigh=31, name='StarID_00183'}
StarSystem{loc=(634.4909550241099, 656.738702784239, 902.3863379543599), nNeigh=32, name='StarID_00184'}
StarSystem{loc=(635.4895174949808, 639.121543737485, 888.5340576351483), nNeigh=31, name='StarID_00185'}
StarSystem{loc=(637.0656336634626, 632.2237355544921, 868.63127351802), nNeigh=31, name='StarID_00186'}
StarSystem{loc=(639.8644061005471, 654.6964734924452, 879.1073934357966), nNeigh=31, name='StarID_00187'}
StarSystem{loc=(636.1067811078276, 635.1481912838638, 890.0696286640581), nNeigh=31, name='StarID_00188'}
StarSystem{loc=(625.083601542046, 627.4308419372379, 880.9810342549206), nNeigh=32, name='StarID_00189'}
StarSystem{loc=(636.2584229080718, 633.2131490268299, 885.8484127109433), nNeigh=31, name='StarID_00190'}
StarSystem{loc=(623.5258797348445, 660.6011116592108, 883.404742723301), nNeigh=31, name='StarID_00191'}
StarSystem{loc=(638.9177233889492, 639.2392110630819, 903.5847824706406), nNeigh=32, name='StarID_00192'}
StarSystem{loc=(618.1429724878843, 648.1215270417634, 898.2809465682495), nNeigh=31, name='StarID_00193'}
StarSystem{loc=(636.9622049763136, 638.6836130174694, 896.0763256593658), nNeigh=32, name='StarID_00194'}
StarSystem{loc=(636.3670329126286, 639.468101030724, 891.4680321252492), nNeigh=31, name='StarID_00195'}
StarSystem{loc=(638.7601109820994, 639.2182366636989, 879.9794673079193), nNeigh=31, name='StarID_00196'}
StarSystem{loc=(637.3631788973973, 639.3821518964072, 886.85275562672), nNeigh=31, name='StarID_00197'}
StarSystem{loc=(557.6931626575301, 479.07311606121584, 746.0953749424117), nNeigh=32, name='StarID_00198'}
StarSystem{loc=(577.0868128144089, 476.6260796449767, 770.0942559670594), nNeigh=28, name='StarID_00199'}
StarSystem{loc=(534.6489259852879, 499.8415595136646, 734.4413250611797), nNeigh=22, name='StarID_00200'}
StarSystem{loc=(548.184411530073, 475.98761807343885, 750.7073433104549), nNeigh=32, name='StarID_00201'}
StarSystem{loc=(552.3185450181915, 479.2054246242587, 747.0505779525706), nNeigh=32, name='StarID_00202'}
StarSystem{loc=(576.6245811314545, 481.05384456611023, 735.9427647376975), nNeigh=28, name='StarID_00203'}
StarSystem{loc=(541.8080598763934, 461.37737541350145, 766.6339224931723), nNeigh=28, name='StarID_00204'}
StarSystem{loc=(558.6871863787414, 480.9109380247518, 755.315904485192), nNeigh=32, name='StarID_00205'}
StarSystem{loc=(555.1985799347909, 478.6558916003397, 765.1412204719254), nNeigh=32, name='StarID_00206'}
StarSystem{loc=(554.5590974226786, 516.3352527587257, 743.5530309673318), nNeigh=22, name='StarID_00207'}
StarSystem{loc=(558.57867760284, 481.00165769738015, 792.7695081772242), nNeigh=22, name='StarID_00208'}
StarSystem{loc=(563.971864113667, 485.34351116359613, 761.1875130577145), nNeigh=32, name='StarID_00209'}
StarSystem{loc=(557.4041665483692, 453.38234517043287, 737.0773891919222), nNeigh=25, name='StarID_00210'}
StarSystem{loc=(556.8521779179295, 469.1096038627751, 759.4918105219251), nNeigh=32, name='StarID_00211'}
StarSystem{loc=(586.4164178626124, 488.0266946735417, 777.3844146253316), nNeigh=23, name='StarID_00212'}
StarSystem{loc=(556.3281341089183, 481.87146770797654, 738.8880332959021), nNeigh=30, name='StarID_00213'}
StarSystem{loc=(557.2515803759172, 479.6634351722296, 729.894086760946), nNeigh=28, name='StarID_00214'}
StarSystem{loc=(554.2567280184461, 476.59503531637705, 765.0808992511045), nNeigh=32, name='StarID_00215'}
StarSystem{loc=(559.6080463937976, 479.69798195501784, 777.7881239047923), nNeigh=29, name='StarID_00216'}
StarSystem{loc=(558.399890554244, 480.2694918509996, 760.3407770046338), nNeigh=32, name='StarID_00217'}
StarSystem{loc=(563.3079840256429, 470.13775392236215, 790.7567482937429), nNeigh=23, name='StarID_00218'}
StarSystem{loc=(570.9665894106814, 468.3588094412912, 764.2865333290608), nNeigh=28, name='StarID_00219'}
StarSystem{loc=(561.7185768382456, 462.0831676099185, 747.0683957102451), nNeigh=30, name='StarID_00220'}
StarSystem{loc=(558.3370535209721, 480.474140430598, 753.0410189226941), nNeigh=32, name='StarID_00221'}
StarSystem{loc=(565.4580120488615, 487.8589010969227, 759.6213719161999), nNeigh=32, name='StarID_00222'}
StarSystem{loc=(530.8888142668371, 489.77484983554444, 729.4422446475998), nNeigh=24, name='StarID_00223'}
StarSystem{loc=(569.0858074957976, 477.8102851791621, 728.9209431316542), nNeigh=27, name='StarID_00224'}
StarSystem{loc=(555.2610697674647, 489.8543825940966, 766.7844924785461), nNeigh=32, name='StarID_00225'}
StarSystem{loc=(562.2234420151982, 461.6020640488631, 761.1775612442066), nNeigh=28, name='StarID_00226'}
StarSystem{loc=(570.2754338171501, 494.95991015900535, 783.5057881192178), nNeigh=27, name='StarID_00227'}
StarSystem{loc=(531.8372042412951, 502.54826287282685, 755.569520451703), nNeigh=22, name='StarID_00228'}
StarSystem{loc=(560.300491009711, 481.29412694065786, 754.2214144194594), nNeigh=32, name='StarID_00229'}
StarSystem{loc=(545.4773283065837, 497.7371791207097, 741.3995254930904), nNeigh=29, name='StarID_00230'}
StarSystem{loc=(857.9746731509958, 305.05842264318613, 866.3473015503666), nNeigh=30, name='StarID_00231'}
StarSystem{loc=(854.5347407620427, 296.70499763819146, 870.4186911550646), nNeigh=30, name='StarID_00232'}
StarSystem{loc=(853.3228661193324, 297.2908234874562, 865.5633028223857), nNeigh=30, name='StarID_00233'}
StarSystem{loc=(855.141454754875, 295.6404083086033, 861.3667409478745), nNeigh=30, name='StarID_00234'}
StarSystem{loc=(856.4820706843399, 293.3960232113581, 858.5631740166125), nNeigh=30, name='StarID_00235'}
StarSystem{loc=(848.5902408466407, 297.6919179041565, 879.0230903765245), nNeigh=30, name='StarID_00236'}
StarSystem{loc=(850.8820218369516, 296.82853949649746, 860.6550663768996), nNeigh=30, name='StarID_00237'}
StarSystem{loc=(853.844682425508, 301.5582050971122, 851.2270490891705), nNeigh=30, name='StarID_00238'}
StarSystem{loc=(848.6836021412031, 297.0705647004652, 868.9036416098168), nNeigh=30, name='StarID_00239'}
StarSystem{loc=(842.821680495995, 304.5174016357435, 853.8443234819999), nNeigh=30, name='StarID_00240'}
StarSystem{loc=(842.4846094023517, 285.16695499794326, 858.4781142050563), nNeigh=30, name='StarID_00241'}
StarSystem{loc=(853.4245387392099, 296.92828855751634, 873.2615066584933), nNeigh=30, name='StarID_00242'}
StarSystem{loc=(855.6430114012226, 296.93814469132946, 852.2711420231798), nNeigh=30, name='StarID_00243'}
StarSystem{loc=(852.4663600122323, 303.7492658205116, 864.8165723165764), nNeigh=30, name='StarID_00244'}
StarSystem{loc=(853.0373731890751, 297.26083213426375, 863.3765205798693), nNeigh=30, name='StarID_00245'}
StarSystem{loc=(851.3892181087507, 296.95214504464593, 864.1748769885406), nNeigh=30, name='StarID_00246'}
StarSystem{loc=(849.7491225479288, 291.0445001813078, 849.203645246008), nNeigh=31, name='StarID_00247'}
StarSystem{loc=(845.8733462659893, 291.92235929246584, 867.2434034217076), nNeigh=30, name='StarID_00248'}
StarSystem{loc=(854.0488650741755, 294.15353689696974, 845.8636981001531), nNeigh=31, name='StarID_00249'}
StarSystem{loc=(862.3828334870968, 305.34960706211825, 859.3528818206057), nNeigh=30, name='StarID_00250'}
StarSystem{loc=(856.435983430473, 293.7650514505747, 866.140339869453), nNeigh=30, name='StarID_00251'}
StarSystem{loc=(858.4223687522131, 297.32402146571565, 867.5428833398458), nNeigh=30, name='StarID_00252'}
StarSystem{loc=(847.5505159961783, 295.7362209229627, 858.6129240172411), nNeigh=30, name='StarID_00253'}
