WORLD LOG
=========
World(0/1000), Systems: 4191, Ships: 5, Rebels: 30
StarSystem{loc=(431.7620473303344, 47.68610532738122, 364.61989729720653), nNeigh=12, name='StarID_00078'}
StarSystem{loc=(428.7799089262964, 44.0095181526895, 382.8293646101614), nNeigh=11, name='StarID_00079'}
StarSystem{loc=(439.25276464672453, 39.730967578764826, 390.1004880269897), nNeigh=9, name='StarID_00080'}
StarSystem{loc=(443.1572666520851, 61.88635043710475, 342.82934863411015), nNeigh=12, name='StarID_00081'}
StarSystem{loc=(288.59090798496635, 965.8287376015295, 245.0429767490419), nNeigh=34, name='StarID_00082'}
StarSystem{loc=(288.5371175945967, 969.8891272440032, 257.43628901234956), nNeigh=34, name='StarID_00083'}
StarSystem{loc=(292.2059534076172, 971.4525032137537, 264.0032261367806), nNeigh=34, name='StarID_00084'}
StarSystem{loc=(285.0797493466952, 978.6591143796038, 262.0667214836956), nNeigh=34, name='StarID_00085'}
StarSystem{loc=(277.3161346734152, 986.4677592463187, 254.36986774047432), nNeigh=34, name='StarID_00086'}
StarSystem{loc=(296.82113501153185, 956.3562696686275, 265.3339051109276), nNeigh=34, name='StarID_00087'}
StarSystem{loc=(292.87876460306364, 975.2887662147587, 239.59833586928238), nNeigh=34, name='StarID_00088'}
StarSystem{loc=(283.1351376703766, 975.7286135430205, 250.76804366115107), nNeigh=34, name='StarID_00089'}
StarSystem{loc=(286.76910783274695, 965.382980740671, 258.14816667964146), nNeigh=34, name='StarID_00090'}
StarSystem{loc=(276.779175861629, 970.2516293512501, 273.221253500029), nNeigh=34, name='StarID_00091'}
StarSystem{loc=(290.52671520306063, 978.1162606587021, 261.1480832284889), nNeigh=34, name='StarID_00092'}
StarSystem{loc=(293.47536690675935, 963.2780307566894, 255.28774094143455), nNeigh=34, name='StarID_00093'}
StarSystem{loc=(289.8076358974136, 967.0435974737009, 257.7556692013334), nNeigh=34, name='StarID_00094'}
StarSystem{loc=(276.00553249055787, 980.2387827040253, 246.17511216529476), nNeigh=34, name='StarID_00095'}
StarSystem{loc=(292.0915146516047, 975.1588513688363, 257.0598395696934), nNeigh=34, name='StarID_00096'}
StarSystem{loc=(282.23717009091354, 989.2208280216238, 250.72852545504887), nNeigh=34, name='StarID_00097'}
StarSystem{loc=(286.38165223129687, 968.8841971914733, 249.53373569088808), nNeigh=34, name='StarID_00098'}
StarSystem{loc=(283.1145632709096, 985.1584444243247, 264.7951485045281), nNeigh=34, name='StarID_00099'}
StarSystem{loc=(271.6906099662416, 965.1417520478433, 245.30347154840308), nNeigh=34, name='StarID_00100'}
StarSystem{loc=(283.19145307637274, 971.3509356429086, 260.8853480413996), nNeigh=34, name='StarID_00101'}
StarSystem{loc=(284.66080182023074, 972.7264068014671, 268.48656086194967), nNeigh=34, name='StarID_00102'}
StarSystem{loc=(287.2752383388999, 950.6927766984097, 261.3162594598974), nNeigh=34, name='StarID_00103'}
StarSystem{loc=(283.05452708197566, 955.9345832555672, 252.10576313228896), nNeigh=34, name='StarID_00104'}
StarSystem{loc=(289.2477078631573, 966.6762212516398, 254.01997224169838), nNeigh=34, name='StarID_00105'}
StarSystem{loc=(288.53054239942276, 970.5312508005123, 253.87960018557013), nNeigh=34, name='StarID_00106'}
StarSystem{loc=(285.31652490713066, 983.985719534803, 243.25727072176645), nNeigh=34, name='StarID_00107'}
StarSystem{loc=(282.7517985004879, 973.655112578724, 265.62394634914546), nNeigh=34, name='StarID_00108'}
StarSystem{loc=(287.47771030642593, 971.211393798141, 254.68470640100517), nNeigh=34, name='StarID_00109'}
StarSystem{loc=(279.645794152155, 964.3689172338283, 263.2825549936249), nNeigh=34, name='StarID_00110'}
StarSystem{loc=(287.7992564237826, 967.8887984821854, 258.6022282100673), nNeigh=34, name='StarID_00111'}
StarSystem{loc=(279.81836729688604, 965.1466032330608, 262.51566914966673), nNeigh=34, name='StarID_00112'}
StarSystem{loc=(284.4873233161585, 980.995541526956, 257.8287422038261), nNeigh=34, name='StarID_00113'}
StarSystem{loc=(278.1981473506705, 954.1023229391541, 256.2254558790262), nNeigh=34, name='StarID_00114'}
StarSystem{loc=(277.5360696118546, 971.5721778686569, 264.51637006988943), nNeigh=34, name='StarID_00115'}
StarSystem{loc=(273.68501762892157, 975.6399854238215, 240.72645613196423), nNeigh=34, name='StarID_00116'}
StarSystem{loc=(474.5107308175462, 322.86910499367633, 100.23000590716731), nNeigh=28, name='StarID_00117'}
StarSystem{loc=(487.76704381016634, 323.7224983182213, 121.20650687031062), nNeigh=29, name='StarID_00118'}
StarSystem{loc=(490.2726483466052, 329.6303204151575, 121.94465116392301), nNeigh=29, name='StarID_00119'}
StarSystem{loc=(487.9770282632552, 307.95336916011723, 119.94182158966589), nNeigh=33, name='StarID_00120'}
StarSystem{loc=(483.80633929493746, 334.7151776335024, 126.7827915153898), nNeigh=26, name='StarID_00121'}
StarSystem{loc=(493.04645789640375, 310.63577855759684, 119.93707331604124), nNeigh=33, name='StarID_00122'}
StarSystem{loc=(476.3104443501083, 274.321964501498, 98.54026495541052), nNeigh=24, name='StarID_00123'}
StarSystem{loc=(493.06098487973503, 271.346822726855, 112.01045842295363), nNeigh=22, name='StarID_00124'}
StarSystem{loc=(484.26871893009786, 321.55540766182304, 116.87501984088242), nNeigh=30, name='StarID_00125'}
StarSystem{loc=(494.9772232772375, 309.24989686175786, 114.06248162769245), nNeigh=33, name='StarID_00126'}
StarSystem{loc=(486.26188357406943, 317.22300381532415, 84.00113461235038), nNeigh=25, name='StarID_00127'}
StarSystem{loc=(487.4458314172042, 309.7028479035619, 113.78208720316604), nNeigh=33, name='StarID_00128'}
StarSystem{loc=(501.5417892193921, 294.2309051153748, 119.50914879434049), nNeigh=32, name='StarID_00129'}
StarSystem{loc=(512.6512689986728, 319.33744725835123, 113.55966725495871), nNeigh=29, name='StarID_00130'}
StarSystem{loc=(491.0133163199034, 307.32446213808146, 110.89210274909699), nNeigh=33, name='StarID_00131'}
StarSystem{loc=(489.42926254442386, 313.2379844999245, 105.15229381298677), nNeigh=33, name='StarID_00132'}
StarSystem{loc=(492.38642593385117, 317.4797531910466, 106.4805360894485), nNeigh=33, name='StarID_00133'}
StarSystem{loc=(487.500984291609, 303.488840610156, 116.28247333566867), nNeigh=33, name='StarID_00134'}
StarSystem{loc=(481.7686259037703, 319.54064554221173, 113.46059208998138), nNeigh=32, name='StarID_00135'}
StarSystem{loc=(478.7289654551872, 289.48476072541894, 142.39186312186553), nNeigh=25, name='StarID_00136'}
StarSystem{loc=(502.6920267492027, 287.7191951143957, 140.2584843515835), nNeigh=25, name='StarID_00137'}
StarSystem{loc=(504.3530520132151, 339.8429935614638, 103.59389908138549), nNeigh=25, name='StarID_00138'}
StarSystem{loc=(523.2573830862248, 313.93957851597446, 125.56501407204692), nNeigh=25, name='StarID_00139'}
StarSystem{loc=(491.105328684367, 307.82222477627124, 112.74600540438611), nNeigh=33, name='StarID_00140'}
StarSystem{loc=(479.6925607629533, 313.3165844975244, 120.54216705164657), nNeigh=32, name='StarID_00141'}
StarSystem{loc=(480.3396414323152, 290.60317521478385, 106.0918335878083), nNeigh=31, name='StarID_00142'}
StarSystem{loc=(487.0750719483914, 304.9296289921297, 143.93993131632925), nNeigh=28, name='StarID_00143'}
StarSystem{loc=(492.218010596379, 284.8673689546846, 124.09894954963146), nNeigh=29, name='StarID_00144'}
StarSystem{loc=(498.7652846171267, 316.1671513063719, 85.93538611372935), nNeigh=28, name='StarID_00145'}
StarSystem{loc=(505.3627092874888, 312.894466678301, 102.26599017368986), nNeigh=33, name='StarID_00146'}
StarSystem{loc=(495.95246033684134, 269.245932794606, 112.80270222177136), nNeigh=21, name='StarID_00147'}
StarSystem{loc=(497.1347245248462, 283.1342109129995, 119.28448721101239), nNeigh=29, name='StarID_00148'}
StarSystem{loc=(468.1496566033607, 304.01552231461574, 106.05905374995936), nNeigh=30, name='StarID_00149'}
StarSystem{loc=(946.4019430566192, 804.4465394297112, 266.1475650696874), nNeigh=26, name='StarID_00150'}
StarSystem{loc=(960.3692055878208, 833.0879484391342, 259.77134527934805), nNeigh=27, name='StarID_00151'}
StarSystem{loc=(966.234663312527, 836.8287510017096, 286.9392530058043), nNeigh=30, name='StarID_00152'}
StarSystem{loc=(963.31960929216, 807.4141362887509, 267.4632808307013), nNeigh=27, name='StarID_00153'}
StarSystem{loc=(963.5880886998566, 830.3495664332747, 267.23119672256183), nNeigh=28, name='StarID_00154'}
StarSystem{loc=(974.463681229047, 802.3026967400069, 274.62797180535705), nNeigh=24, name='StarID_00155'}
StarSystem{loc=(968.6429684811595, 816.8571967904466, 288.27280782019034), nNeigh=29, name='StarID_00156'}
StarSystem{loc=(962.6846107035219, 839.5270375288053, 307.062262004089), nNeigh=25, name='StarID_00157'}
StarSystem{loc=(952.6888035434721, 825.5176933537234, 266.761485969191), nNeigh=29, name='StarID_00158'}
StarSystem{loc=(956.4160173374394, 825.1074418209856, 289.02793455119684), nNeigh=31, name='StarID_00159'}
StarSystem{loc=(956.6578265027566, 830.5863501381094, 277.27507528765534), nNeigh=31, name='StarID_00160'}
StarSystem{loc=(973.4364328263854, 812.7384844880244, 279.64720523227055), nNeigh=29, name='StarID_00161'}
StarSystem{loc=(960.4287550864591, 831.550472287859, 309.1771738851747), nNeigh=28, name='StarID_00162'}
StarSystem{loc=(956.7038092110906, 827.8954008668355, 277.09144272653054), nNeigh=31, name='StarID_00163'}
StarSystem{loc=(962.4319794960022, 823.2529465573077, 260.80559959522463), nNeigh=28, name='StarID_00164'}
StarSystem{loc=(955.9681925617036, 830.0408936312132, 281.89575353720284), nNeigh=31, name='StarID_00165'}
StarSystem{loc=(965.5830633036194, 839.2775089477326, 276.7340289028195), nNeigh=30, name='StarID_00166'}
StarSystem{loc=(957.2069774067642, 834.1862000779336, 318.2961314959607), nNeigh=22, name='StarID_00167'}
StarSystem{loc=(919.2297976578628, 808.7137896404003, 270.0894922066528), nNeigh=16, name='StarID_00168'}
StarSystem{loc=(957.7118594833164, 820.3601253297771, 308.1791974018496), nNeigh=28, name='StarID_00169'}
StarSystem{loc=(955.6954488577493, 823.2292044701851, 284.7036542021929), nNeigh=31, name='StarID_00170'}
StarSystem{loc=(970.7188083577007, 824.586375650075, 278.49828600042), nNeigh=29, name='StarID_00171'}
StarSystem{loc=(946.5324657124748, 844.3172999927071, 294.69998324146945), nNeigh=29, name='StarID_00172'}
StarSystem{loc=(977.7260373893797, 839.6855006196131, 278.32834055449587), nNeigh=27, name='StarID_00173'}
StarSystem{loc=(955.9419571320116, 841.6795011888081, 249.16009054106524), nNeigh=23, name='StarID_00174'}
StarSystem{loc=(936.8886838468536, 812.3731516097229, 254.99382449752324), nNeigh=23, name='StarID_00175'}
StarSystem{loc=(944.5985558404858, 834.9144423648183, 281.39835477960435), nNeigh=32, name='StarID_00176'}
StarSystem{loc=(945.2315569020524, 816.8201437053714, 315.94061024993675), nNeigh=21, name='StarID_00177'}
StarSystem{loc=(952.6569957895881, 830.072053787627, 286.2506210662709), nNeigh=32, name='StarID_00178'}
StarSystem{loc=(973.4162712754486, 837.4018812705548, 276.6311984316267), nNeigh=28, name='StarID_00179'}
StarSystem{loc=(928.6459314606121, 843.5645764530464, 305.433611457134), nNeigh=18, name='StarID_00180'}
StarSystem{loc=(953.7259236090198, 832.67283958368, 285.9979628738788), nNeigh=32, name='StarID_00181'}
StarSystem{loc=(949.7145972069034, 560.7456849307629, 683.2156293615883), nNeigh=28, name='StarID_00182'}
StarSystem{loc=(950.6912874588971, 564.5096971481466, 684.5774828304409), nNeigh=28, name='StarID_00183'}
StarSystem{loc=(958.093920798825, 565.7951182355232, 690.880792340644), nNeigh=28, name='StarID_00184'}
StarSystem{loc=(948.7092214236455, 563.6407480103292, 683.5228787504776), nNeigh=28, name='StarID_00185'}
StarSystem{loc=(948.9969719775967, 564.9453126379436, 695.8892395382865), nNeigh=28, name='StarID_00186'}
StarSystem{loc=(940.7609844264864, 561.8580060805531, 675.7892019722789), nNeigh=28, name='StarID_00187'}
StarSystem{loc=(952.2199216638655, 571.091520453771, 684.1401272418868), nNeigh=28, name='StarID_00188'}
StarSystem{loc=(950.8884706941124, 560.2439632974546, 687.8646453073814), nNeigh=28, name='StarID_00189'}
StarSystem{loc=(954.2062440623686, 563.2820328945986, 680.0305014942542), nNeigh=28, name='StarID_00190'}
StarSystem{loc=(955.925850503935, 569.0319941801141, 684.7358407977048), nNeigh=28, name='StarID_00191'}
StarSystem{loc=(960.5201552374567, 557.9136016013912, 670.6204519989602), nNeigh=28, name='StarID_00192'}
StarSystem{loc=(950.7346736087853, 562.9014264248526, 684.371742245283), nNeigh=28, name='StarID_00193'}
StarSystem{loc=(951.6411461585828, 561.9223441246422, 677.3539075889161), nNeigh=28, name='StarID_00194'}
StarSystem{loc=(951.234977012747, 562.8190286991568, 687.229344288279), nNeigh=28, name='StarID_00195'}
StarSystem{loc=(950.2810376587312, 548.3845944575793, 689.7910189830022), nNeigh=28, name='StarID_00196'}
StarSystem{loc=(953.1663587485716, 562.2487318515068, 672.828496243542), nNeigh=28, name='StarID_00197'}
StarSystem{loc=(950.9523123171534, 565.0559448167193, 694.3858994930242), nNeigh=28, name='StarID_00198'}
StarSystem{loc=(959.1365921127937, 563.2040275691819, 679.4985656005283), nNeigh=28, name='StarID_00199'}
StarSystem{loc=(949.3381664841955, 565.9173571799006, 677.912463431085), nNeigh=28, name='StarID_00200'}
StarSystem{loc=(951.7692588525755, 562.3554087577147, 694.383940427433), nNeigh=28, name='StarID_00201'}
StarSystem{loc=(950.9747577646066, 563.8829342256868, 679.4201554002508), nNeigh=28, name='StarID_00202'}
StarSystem{loc=(948.240698708161, 562.3510701787333, 680.218990683448), nNeigh=28, name='StarID_00203'}
StarSystem{loc=(959.2441132301016, 550.8941601500454, 689.5243275698621), nNeigh=28, name='StarID_00204'}
StarSystem{loc=(950.9643308962094, 562.5831134084879, 685.0558896376773), nNeigh=28, name='StarID_00205'}
StarSystem{loc=(952.6118241157269, 563.1109865286169, 683.1512376510155), nNeigh=28, name='StarID_00206'}
StarSystem{loc=(951.4955952491134, 554.2986202231061, 700.5646902054962), nNeigh=28, name='StarID_00207'}
StarSystem{loc=(939.0672383399716, 563.1397275220721, 679.2945762275011), nNeigh=28, name='StarID_00208'}
StarSystem{loc=(951.1388196273938, 562.4701610176303, 685.607504785691), nNeigh=28, name='StarID_00209'}
StarSystem{loc=(948.7231884562468, 569.3331594011321, 691.4523837413383), nNeigh=28, name='StarID_00210'}
StarSystem{loc=(209.76259822717444, 884.3730568770222, 817.5388960904646), nNeigh=30, name='StarID_00211'}
StarSystem{loc=(198.88681378140012, 883.6536386552946, 791.6438564349893), nNeigh=32, name='StarID_00212'}
StarSystem{loc=(194.41203505034497, 886.3169245747948, 805.5239556818182), nNeigh=32, name='StarID_00213'}
StarSystem{loc=(195.78489788616153, 870.9378416303788, 805.3681066202222), nNeigh=32, name='StarID_00214'}
StarSystem{loc=(208.57501713357976, 870.2123888824873, 799.0820813789923), nNeigh=32, name='StarID_00215'}
StarSystem{loc=(197.06482506722693, 872.8813915353551, 822.8335794146641), nNeigh=31, name='StarID_00216'}
StarSystem{loc=(199.6034209100683, 877.2640361497133, 826.6707324829448), nNeigh=29, name='StarID_00217'}
StarSystem{loc=(166.50251689804563, 879.3746206443199, 794.1955249656016), nNeigh=28, name='StarID_00218'}
StarSystem{loc=(212.32135979514032, 881.1380074266569, 821.2612792873983), nNeigh=28, name='StarID_00219'}
StarSystem{loc=(202.3749548848136, 877.7730747946562, 810.203118021868), nNeigh=32, name='StarID_00220'}
StarSystem{loc=(196.9919271328678, 885.654923928947, 809.0050926506822), nNeigh=32, name='StarID_00221'}
StarSystem{loc=(228.71248581995675, 861.7889535017443, 808.0298366781209), nNeigh=30, name='StarID_00222'}
StarSystem{loc=(184.32070834234062, 864.1383426505454, 813.836260176329), nNeigh=32, name='StarID_00223'}
StarSystem{loc=(187.8841973045789, 843.905553175089, 797.0673873244403), nNeigh=28, name='StarID_00224'}
StarSystem{loc=(213.7413491294538, 872.7006293139067, 799.7608078367798), nNeigh=32, name='StarID_00225'}
StarSystem{loc=(198.282795134364, 883.5913472846793, 814.4404432437212), nNeigh=32, name='StarID_00226'}
StarSystem{loc=(193.32270182895888, 880.8467135899082, 773.0377495269557), nNeigh=28, name='StarID_00227'}
StarSystem{loc=(205.0812014143195, 864.6839177405327, 816.5103795168994), nNeigh=32, name='StarID_00228'}
StarSystem{loc=(190.22782716264297, 849.0243453557648, 825.1160042213244), nNeigh=29, name='StarID_00229'}
StarSystem{loc=(197.6810036507808, 854.0647812023738, 777.0390968751495), nNeigh=28, name='StarID_00230'}
StarSystem{loc=(199.38985557568898, 877.2054434907582, 811.1838577157362), nNeigh=32, name='StarID_00231'}
StarSystem{loc=(222.8494802468009, 879.8339652301504, 797.6728822912169), nNeigh=29, name='StarID_00232'}
StarSystem{loc=(208.83968277650735, 886.355879305642, 797.1227142661127), nNeigh=31, name='StarID_00233'}
StarSystem{loc=(209.8327815112335, 888.3374416300691, 812.134970753633), nNeigh=30, name='StarID_00234'}
StarSystem{loc=(206.6541382629581, 873.7803750274586, 814.4583589990083), nNeigh=32, name='StarID_00235'}
StarSystem{loc=(204.9822533088423, 866.785099186934, 802.6499815667714), nNeigh=32, name='StarID_00236'}
StarSystem{loc=(199.0338287551005, 876.8142367150859, 810.5643591717943), nNeigh=32, name='StarID_00237'}
StarSystem{loc=(197.9560670588493, 878.729468196185, 805.6144458807247), nNeigh=32, name='StarID_00238'}
StarSystem{loc=(182.49241557814972, 872.8187286854803, 808.1494448927273), nNeigh=32, name='StarID_00239'}
StarSystem{loc=(204.4622326252308, 877.7587153899409, 820.3854748622165), nNeigh=32, name='StarID_00240'}
StarSystem{loc=(199.2169873762433, 877.0314141636645, 812.0347841977779), nNeigh=32, name='StarID_00241'}
StarSystem{loc=(186.08201317555927, 891.7202257554494, 819.0405490662553), nNeigh=28, name='StarID_00242'}
StarSystem{loc=(295.5530166961852, 532.3207844439979, 489.9171271696038), nNeigh=30, name='StarID_00243'}
StarSystem{loc=(291.01824448052946, 533.7669016517668, 515.3315891842943), nNeigh=28, name='StarID_00244'}
StarSystem{loc=(284.57134730837663, 519.9925347105341, 504.83527986105275), nNeigh=30, name='StarID_00245'}
StarSystem{loc=(292.49845218733503, 486.3768221869012, 485.28403323427835), nNeigh=32, name='StarID_00246'}
StarSystem{loc=(297.8720063308849, 522.3302484198279, 511.10449259674897), nNeigh=30, name='StarID_00247'}
StarSystem{loc=(296.55549232063845, 528.5204552334453, 527.5129473265538), nNeigh=25, name='StarID_00248'}
StarSystem{loc=(291.19337155106894, 525.4481972063381, 497.6178886493042), nNeigh=30, name='StarID_00249'}
StarSystem{loc=(299.7684068004022, 541.0494672501883, 496.805190051227), nNeigh=29, name='StarID_00250'}
StarSystem{loc=(289.1770894001558, 521.8139821679583, 496.75168169375667), nNeigh=30, name='StarID_00251'}
StarSystem{loc=(286.4072171504546, 538.0360094387157, 534.3294453222766), nNeigh=22, name='StarID_00252'}
StarSystem{loc=(296.40049431947153, 530.7263416956046, 498.97947787750286), nNeigh=30, name='StarID_00253'}
