WORLD LOG
=========
World(0/1000), Systems: 3977, Ships: 5, Rebels: 35
StarSystem{loc=(686.4527397405226, 67.81287519906678, 237.93832916451055), nNeigh=31, name='StarID_00062'}
StarSystem{loc=(674.0939913017346, 77.38970027568624, 250.58506618498), nNeigh=31, name='StarID_00063'}
StarSystem{loc=(681.9211628255389, 71.1460854847796, 245.3703470500484), nNeigh=31, name='StarID_00064'}
StarSystem{loc=(664.8120329077835, 67.44787083787021, 242.52453040968368), nNeigh=33, name='StarID_00065'}
StarSystem{loc=(688.3355157638462, 73.30976115389798, 238.78968714680835), nNeigh=31, name='StarID_00066'}
StarSystem{loc=(677.5049577338859, 68.62539444682012, 238.9658178983457), nNeigh=32, name='StarID_00067'}
StarSystem{loc=(681.8982844640243, 71.13890476922442, 245.0331193423669), nNeigh=31, name='StarID_00068'}
StarSystem{loc=(685.0490903165969, 98.0510013220213, 238.08136588139809), nNeigh=31, name='StarID_00069'}
StarSystem{loc=(678.139971807159, 94.82037341553527, 231.7681535735156), nNeigh=30, name='StarID_00070'}
StarSystem{loc=(696.1934931131409, 81.39446195705354, 241.8172529634288), nNeigh=31, name='StarID_00071'}
StarSystem{loc=(685.3512883243123, 94.82877466044972, 261.5631883900986), nNeigh=30, name='StarID_00072'}
StarSystem{loc=(669.1238770472225, 77.01839121151777, 250.85238231976544), nNeigh=31, name='StarID_00073'}
StarSystem{loc=(658.1336869823208, 73.45608916837568, 234.7340724578062), nNeigh=33, name='StarID_00074'}
StarSystem{loc=(698.8230972483105, 71.37642475311704, 238.08653056167094), nNeigh=31, name='StarID_00075'}
StarSystem{loc=(681.6278529908693, 70.43235562710477, 248.2362445558641), nNeigh=31, name='StarID_00076'}
StarSystem{loc=(678.4716563187221, 94.09430853972808, 248.50436341013918), nNeigh=30, name='StarID_00077'}
StarSystem{loc=(686.9687863875654, 76.15704856623579, 245.64559570264572), nNeigh=31, name='StarID_00078'}
StarSystem{loc=(694.5323958513786, 72.0829410765559, 249.61624738137127), nNeigh=31, name='StarID_00079'}
StarSystem{loc=(681.754809595793, 71.23326404750088, 232.911399050376), nNeigh=31, name='StarID_00080'}
StarSystem{loc=(684.835169459101, 76.1394490440214, 231.2228685939386), nNeigh=31, name='StarID_00081'}
StarSystem{loc=(682.7992584657738, 74.54341720945084, 254.13768109083315), nNeigh=31, name='StarID_00082'}
StarSystem{loc=(695.5757759671651, 76.75280855094267, 239.16781675005336), nNeigh=31, name='StarID_00083'}
StarSystem{loc=(678.4839079379659, 57.46034548649448, 267.01403080840197), nNeigh=29, name='StarID_00084'}
StarSystem{loc=(358.1938900828806, 749.5849822680767, 769.7791723399703), nNeigh=47, name='StarID_00085'}
StarSystem{loc=(335.06029707465825, 763.224139266414, 790.0873204510024), nNeigh=41, name='StarID_00086'}
StarSystem{loc=(356.6851353943976, 738.2061906494595, 782.6021882086983), nNeigh=63, name='StarID_00087'}
StarSystem{loc=(334.92007312378075, 742.8897502206854, 777.3644071013823), nNeigh=40, name='StarID_00088'}
StarSystem{loc=(358.5400324120825, 750.8288131490887, 779.6458315465391), nNeigh=54, name='StarID_00089'}
StarSystem{loc=(359.1253726911158, 751.3601778406199, 800.2730983006653), nNeigh=70, name='StarID_00090'}
StarSystem{loc=(373.90394483561937, 750.7702718513509, 798.9946208337302), nNeigh=72, name='StarID_00091'}
StarSystem{loc=(372.3537035618229, 758.9509857385483, 775.0078748646789), nNeigh=52, name='StarID_00092'}
StarSystem{loc=(358.6034226373833, 751.1565795977959, 805.8701548184882), nNeigh=70, name='StarID_00093'}
StarSystem{loc=(363.24408446287566, 731.0432631183676, 797.3058015687495), nNeigh=70, name='StarID_00094'}
StarSystem{loc=(356.88669874293953, 748.8735474658178, 771.9330689200713), nNeigh=47, name='StarID_00095'}
StarSystem{loc=(377.9903172752685, 735.788674249656, 791.349390467298), nNeigh=68, name='StarID_00096'}
StarSystem{loc=(357.3249659274955, 750.5165470800753, 795.597748815252), nNeigh=69, name='StarID_00097'}
StarSystem{loc=(346.10390259507346, 755.436744144399, 762.6429066619446), nNeigh=39, name='StarID_00098'}
StarSystem{loc=(336.559874937754, 770.2899937939937, 776.007558601512), nNeigh=35, name='StarID_00099'}
StarSystem{loc=(357.88591480654816, 751.7247792550335, 776.7481714013161), nNeigh=54, name='StarID_00100'}
StarSystem{loc=(350.800971127752, 753.0964892474077, 791.6644826697909), nNeigh=65, name='StarID_00101'}
StarSystem{loc=(355.1051443767197, 764.2229202322977, 770.6109819234058), nNeigh=42, name='StarID_00102'}
StarSystem{loc=(361.5483270314915, 752.5069141835353, 780.538704571962), nNeigh=59, name='StarID_00103'}
StarSystem{loc=(358.164818331597, 751.9831907094571, 770.6512170114846), nNeigh=47, name='StarID_00104'}
StarSystem{loc=(351.33606027883235, 740.5284372389956, 794.1051932960097), nNeigh=65, name='StarID_00105'}
StarSystem{loc=(341.86322263795, 748.9829085091258, 772.7534304763851), nNeigh=40, name='StarID_00106'}
StarSystem{loc=(361.0445301365016, 756.7215335795304, 778.7356164404317), nNeigh=54, name='StarID_00107'}
StarSystem{loc=(364.8481188520346, 774.1652679456239, 774.9607711036097), nNeigh=43, name='StarID_00108'}
StarSystem{loc=(353.3811613890245, 758.3855341392814, 784.3734945731759), nNeigh=54, name='StarID_00109'}
StarSystem{loc=(368.44957910654944, 754.8787373084213, 790.5788525843407), nNeigh=68, name='StarID_00110'}
StarSystem{loc=(351.8089313327545, 733.9875254864696, 762.7414389952085), nNeigh=39, name='StarID_00111'}
StarSystem{loc=(343.1414473360371, 747.2669654603758, 775.3208826143915), nNeigh=43, name='StarID_00112'}
StarSystem{loc=(359.0847263761521, 751.0402848031656, 783.4807473434604), nNeigh=62, name='StarID_00113'}
StarSystem{loc=(380.01366452645135, 735.1587095727493, 780.7736484120818), nNeigh=62, name='StarID_00114'}
StarSystem{loc=(362.23550012231186, 758.999853510308, 788.4304899479845), nNeigh=64, name='StarID_00115'}
StarSystem{loc=(348.74778873331974, 736.0592468604322, 783.4764668505984), nNeigh=55, name='StarID_00116'}
StarSystem{loc=(349.19345102677426, 753.0066426586687, 773.7075054209386), nNeigh=45, name='StarID_00117'}
StarSystem{loc=(357.5412388020216, 724.8801240811518, 761.1021756710311), nNeigh=35, name='StarID_00118'}
StarSystem{loc=(369.3976426374781, 743.6891507444152, 786.6593314993056), nNeigh=68, name='StarID_00119'}
StarSystem{loc=(364.9980913515459, 747.5079820453797, 770.8343086782146), nNeigh=49, name='StarID_00120'}
StarSystem{loc=(352.8892008868203, 748.4295819934752, 797.5627146940766), nNeigh=68, name='StarID_00121'}
StarSystem{loc=(371.5167756680794, 751.2241403273619, 761.5473183820604), nNeigh=41, name='StarID_00122'}
StarSystem{loc=(356.46369419678336, 752.3619052451547, 786.5595315967676), nNeigh=63, name='StarID_00123'}
StarSystem{loc=(363.6944938281902, 754.1651861172883, 780.1703015802672), nNeigh=59, name='StarID_00124'}
StarSystem{loc=(291.99960527860185, 682.6214453503551, 589.9144030497836), nNeigh=14, name='StarID_00125'}
StarSystem{loc=(313.180369629815, 693.4651834329769, 627.4930696519342), nNeigh=23, name='StarID_00126'}
StarSystem{loc=(301.08950528831394, 663.4824981434982, 608.3512361163628), nNeigh=16, name='StarID_00127'}
StarSystem{loc=(325.92741210190235, 710.5460961456336, 601.7482113694023), nNeigh=15, name='StarID_00128'}
StarSystem{loc=(303.79240434702035, 694.3422587265679, 641.3119569365425), nNeigh=21, name='StarID_00129'}
StarSystem{loc=(302.2330222452863, 709.3251339154256, 663.6870083890933), nNeigh=15, name='StarID_00130'}
StarSystem{loc=(312.66875698421825, 693.0829402665837, 637.0242057996921), nNeigh=21, name='StarID_00131'}
StarSystem{loc=(313.5145322032053, 671.6041435428863, 643.2573874435288), nNeigh=20, name='StarID_00132'}
StarSystem{loc=(310.38484931867305, 686.9562413817163, 634.1892577974563), nNeigh=22, name='StarID_00133'}
StarSystem{loc=(318.82177563329503, 691.5305363909903, 659.1198715559882), nNeigh=16, name='StarID_00134'}
StarSystem{loc=(332.57287640965035, 702.086851922438, 590.5543324301317), nNeigh=11, name='StarID_00135'}
StarSystem{loc=(307.3553825453264, 684.9843048918492, 604.8980131675029), nNeigh=19, name='StarID_00136'}
StarSystem{loc=(308.58307742877525, 716.1468825998893, 635.1793676345536), nNeigh=20, name='StarID_00137'}
StarSystem{loc=(305.2595916159589, 688.6311048676232, 606.0920184692425), nNeigh=20, name='StarID_00138'}
StarSystem{loc=(307.8966729158237, 709.0083062905144, 663.1589297724768), nNeigh=15, name='StarID_00139'}
StarSystem{loc=(303.94297214835785, 704.260485646646, 651.6490692719933), nNeigh=18, name='StarID_00140'}
StarSystem{loc=(316.41359445307023, 682.0424743906674, 647.4753645289368), nNeigh=20, name='StarID_00141'}
StarSystem{loc=(280.2736235502577, 700.488794056392, 626.6531860758586), nNeigh=20, name='StarID_00142'}
StarSystem{loc=(317.4109576061878, 691.4400826321357, 624.9150069067457), nNeigh=23, name='StarID_00143'}
StarSystem{loc=(311.83979157282477, 696.9236492457725, 613.5538094761085), nNeigh=21, name='StarID_00144'}
StarSystem{loc=(311.74352460732933, 693.3989330268025, 625.134607397045), nNeigh=23, name='StarID_00145'}
StarSystem{loc=(324.9154542820593, 678.319717705632, 624.1765362263586), nNeigh=21, name='StarID_00146'}
StarSystem{loc=(311.5979289852159, 698.5267185631884, 624.9942135834821), nNeigh=23, name='StarID_00147'}
StarSystem{loc=(318.14980097140995, 692.7400174068117, 629.3951214113554), nNeigh=23, name='StarID_00148'}
StarSystem{loc=(160.8093382057953, 446.2413333921106, 966.9816317803727), nNeigh=33, name='StarID_00149'}
StarSystem{loc=(160.65645397566612, 437.40836655264917, 979.9481794832761), nNeigh=33, name='StarID_00150'}
StarSystem{loc=(163.87043966894953, 449.1979244196191, 979.3580633682732), nNeigh=33, name='StarID_00151'}
StarSystem{loc=(164.8398873034689, 440.7360290310511, 974.7986155517085), nNeigh=33, name='StarID_00152'}
StarSystem{loc=(161.34912913890122, 439.771782590362, 976.9780691433111), nNeigh=33, name='StarID_00153'}
StarSystem{loc=(158.19338710762, 458.0160495188875, 981.8902465910509), nNeigh=33, name='StarID_00154'}
StarSystem{loc=(159.56590992355345, 446.6095948825809, 985.5647453744169), nNeigh=33, name='StarID_00155'}
StarSystem{loc=(162.9490275148186, 453.227819706447, 983.1141887600335), nNeigh=33, name='StarID_00156'}
StarSystem{loc=(152.89896534216274, 445.7056639897616, 991.783558465516), nNeigh=33, name='StarID_00157'}
StarSystem{loc=(159.3709308668515, 448.4337843344373, 982.7379093030149), nNeigh=33, name='StarID_00158'}
StarSystem{loc=(164.11574329225706, 448.7921388113728, 988.6467889943019), nNeigh=33, name='StarID_00159'}
StarSystem{loc=(159.6587244686368, 446.78708512601827, 980.611814491774), nNeigh=33, name='StarID_00160'}
StarSystem{loc=(168.5440002782617, 453.13762709154867, 979.7981332788274), nNeigh=33, name='StarID_00161'}
StarSystem{loc=(172.44606157730266, 442.20931702150125, 982.6749770457764), nNeigh=33, name='StarID_00162'}
StarSystem{loc=(164.18140638931314, 452.27697041657314, 980.8177594829507), nNeigh=33, name='StarID_00163'}
StarSystem{loc=(168.87933843252858, 441.1560912601748, 984.1814561085653), nNeigh=33, name='StarID_00164'}
StarSystem{loc=(158.83266938615512, 454.93284974471896, 992.3015532440703), nNeigh=33, name='StarID_00165'}
StarSystem{loc=(165.43293093396144, 456.41348484222954, 975.9823788390845), nNeigh=33, name='StarID_00166'}
StarSystem{loc=(164.41517531185573, 449.63400712040993, 977.9633315129469), nNeigh=33, name='StarID_00167'}
StarSystem{loc=(156.59770622178027, 446.4391508973611, 976.3302477210973), nNeigh=33, name='StarID_00168'}
StarSystem{loc=(168.2506191170907, 435.9520207120691, 983.4575824743845), nNeigh=33, name='StarID_00169'}
StarSystem{loc=(153.32036094855573, 442.06673127211883, 972.2949689118756), nNeigh=33, name='StarID_00170'}
StarSystem{loc=(158.43174202397492, 446.26645322543465, 985.5854238008002), nNeigh=33, name='StarID_00171'}
StarSystem{loc=(162.57243682841982, 447.1237309586063, 978.5103374038962), nNeigh=33, name='StarID_00172'}
StarSystem{loc=(159.50455862267933, 446.88118027736914, 980.482235648544), nNeigh=33, name='StarID_00173'}
StarSystem{loc=(164.30657522291105, 455.6285158864183, 979.3356175025694), nNeigh=33, name='StarID_00174'}
StarSystem{loc=(162.60719144695523, 444.77953157935366, 987.3016973174015), nNeigh=33, name='StarID_00175'}
StarSystem{loc=(160.69720476799327, 448.5187371460119, 980.2656085271991), nNeigh=33, name='StarID_00176'}
StarSystem{loc=(158.97697378155706, 450.6023443930609, 988.53858236779), nNeigh=33, name='StarID_00177'}
StarSystem{loc=(151.0691652076549, 445.8744549642674, 990.0393277126791), nNeigh=33, name='StarID_00178'}
StarSystem{loc=(169.81270271607997, 441.40402337229153, 976.956932443097), nNeigh=33, name='StarID_00179'}
StarSystem{loc=(160.26419945575398, 447.8274352338876, 976.7094935605827), nNeigh=33, name='StarID_00180'}
StarSystem{loc=(156.5832548356753, 448.5966562354324, 991.9182115961737), nNeigh=33, name='StarID_00181'}
StarSystem{loc=(490.2984226637975, 515.7403677718071, 743.5626336905152), nNeigh=52, name='StarID_00182'}
StarSystem{loc=(487.5129331650549, 515.1786732484168, 736.6070740207845), nNeigh=54, name='StarID_00183'}
StarSystem{loc=(496.4123252958749, 528.2877230954813, 777.0092871425076), nNeigh=26, name='StarID_00184'}
StarSystem{loc=(498.6328436911552, 488.8152010381845, 738.686165281224), nNeigh=54, name='StarID_00185'}
StarSystem{loc=(494.7258603248333, 513.7224039808975, 734.707831564202), nNeigh=52, name='StarID_00186'}
StarSystem{loc=(506.70423244856124, 513.1286938039436, 774.0072080229853), nNeigh=33, name='StarID_00187'}
StarSystem{loc=(529.716501955444, 513.465332633611, 776.9110205405391), nNeigh=15, name='StarID_00188'}
StarSystem{loc=(489.47332658417, 520.8178118370839, 802.4000941407509), nNeigh=16, name='StarID_00189'}
StarSystem{loc=(489.05281838235874, 513.3357446078985, 777.6700639934054), nNeigh=43, name='StarID_00190'}
StarSystem{loc=(505.5875680811408, 518.9184646537258, 764.3905642536093), nNeigh=40, name='StarID_00191'}
StarSystem{loc=(489.26366182605216, 520.4298533377823, 752.0666177145727), nNeigh=48, name='StarID_00192'}
StarSystem{loc=(483.84513091408013, 504.3002594959797, 724.9346520443256), nNeigh=62, name='StarID_00193'}
StarSystem{loc=(465.5488612178964, 493.83348685593205, 785.9490611932258), nNeigh=37, name='StarID_00194'}
StarSystem{loc=(515.193699893844, 486.241058097838, 796.8220938493206), nNeigh=10, name='StarID_00195'}
StarSystem{loc=(516.8712169654399, 496.1787414586901, 788.3275828575333), nNeigh=13, name='StarID_00196'}
StarSystem{loc=(455.4578560984348, 517.3132127210296, 752.8147771294404), nNeigh=62, name='StarID_00197'}
StarSystem{loc=(502.17019158080757, 505.76791235921684, 807.8902744108735), nNeigh=12, name='StarID_00198'}
StarSystem{loc=(471.6211949323431, 519.2198010043722, 757.501770545686), nNeigh=53, name='StarID_00199'}
StarSystem{loc=(492.6092301547538, 513.9913468457916, 740.9868871499568), nNeigh=53, name='StarID_00200'}
StarSystem{loc=(521.9382813947689, 529.6099730860881, 795.5555116698378), nNeigh=13, name='StarID_00201'}
StarSystem{loc=(488.63154523304746, 513.7367951741886, 778.1339518648755), nNeigh=42, name='StarID_00202'}
StarSystem{loc=(491.1271753950528, 519.350224000647, 737.8857059790337), nNeigh=52, name='StarID_00203'}
StarSystem{loc=(491.1769509708365, 520.1289266867469, 770.6338065374966), nNeigh=43, name='StarID_00204'}
StarSystem{loc=(522.3272247453705, 519.4314954524585, 754.644468119225), nNeigh=19, name='StarID_00205'}
StarSystem{loc=(484.3565780582729, 510.7363384540763, 759.4069648361235), nNeigh=55, name='StarID_00206'}
StarSystem{loc=(237.08690208181935, 726.3498881501546, 294.2228563786177), nNeigh=18, name='StarID_00207'}
StarSystem{loc=(227.52032896883895, 705.2166193571933, 309.67284896087574), nNeigh=22, name='StarID_00208'}
StarSystem{loc=(251.86868128502766, 685.7550713158171, 321.75443629161185), nNeigh=14, name='StarID_00209'}
StarSystem{loc=(214.45712688193652, 691.9744309243856, 327.2742662742033), nNeigh=16, name='StarID_00210'}
StarSystem{loc=(226.43599683794324, 682.8762769667719, 294.26154771943226), nNeigh=21, name='StarID_00211'}
StarSystem{loc=(216.74004312398984, 700.4441540910833, 284.6529399026116), nNeigh=22, name='StarID_00212'}
StarSystem{loc=(248.0913640272949, 677.1791128039914, 281.80249844464504), nNeigh=17, name='StarID_00213'}
StarSystem{loc=(202.31598335464273, 737.5822377514146, 290.5194482280369), nNeigh=14, name='StarID_00214'}
StarSystem{loc=(224.29471268055, 707.5710541459531, 271.6659577016518), nNeigh=20, name='StarID_00215'}
StarSystem{loc=(201.22245502078925, 713.9790162893263, 275.3259098442494), nNeigh=17, name='StarID_00216'}
StarSystem{loc=(233.74120214290664, 721.8582590109572, 287.90580997107503), nNeigh=19, name='StarID_00217'}
StarSystem{loc=(220.9962157553261, 699.6698620888177, 317.9914536620875), nNeigh=20, name='StarID_00218'}
StarSystem{loc=(220.11244258069823, 697.4377732731194, 291.235130878477), nNeigh=22, name='StarID_00219'}
StarSystem{loc=(222.11861458599466, 705.8624026191278, 307.68239185604864), nNeigh=22, name='StarID_00220'}
StarSystem{loc=(222.945908646878, 680.9124321535307, 293.7035250090608), nNeigh=21, name='StarID_00221'}
StarSystem{loc=(235.71888826460693, 670.7722538288687, 291.99748690719593), nNeigh=17, name='StarID_00222'}
StarSystem{loc=(222.45439698239986, 711.2046222250437, 280.47672823328315), nNeigh=20, name='StarID_00223'}
StarSystem{loc=(221.54080984424036, 698.6826965101255, 293.6898631075623), nNeigh=22, name='StarID_00224'}
StarSystem{loc=(224.8560219052576, 703.3322439550175, 313.62337144873646), nNeigh=22, name='StarID_00225'}
StarSystem{loc=(204.3043800479626, 698.0201045725697, 280.7252947492248), nNeigh=20, name='StarID_00226'}
StarSystem{loc=(220.3618247377022, 696.5688234946092, 289.33207699296617), nNeigh=22, name='StarID_00227'}
StarSystem{loc=(228.7129606619694, 704.5211404569947, 314.8898694072251), nNeigh=22, name='StarID_00228'}
StarSystem{loc=(215.64636783857452, 705.773018682062, 329.7396130593402), nNeigh=15, name='StarID_00229'}
StarSystem{loc=(647.4020939453391, 695.1350364863714, 932.2308499819774), nNeigh=28, name='StarID_00230'}
StarSystem{loc=(643.3997512816954, 690.5428872896598, 924.68545674043), nNeigh=28, name='StarID_00231'}
StarSystem{loc=(635.5747774623393, 693.1045508443665, 919.7672600016015), nNeigh=28, name='StarID_00232'}
StarSystem{loc=(624.9171522861207, 713.1869136238565, 920.430057093577), nNeigh=29, name='StarID_00233'}
StarSystem{loc=(626.5442792548143, 708.4267573357487, 928.3120025415228), nNeigh=28, name='StarID_00234'}
StarSystem{loc=(633.2227852800061, 687.2395466958536, 951.7663551522401), nNeigh=27, name='StarID_00235'}
StarSystem{loc=(631.6213088766112, 682.3690550057204, 919.5098743663766), nNeigh=28, name='StarID_00236'}
StarSystem{loc=(634.8856327408972, 669.8696262650274, 940.8999874519728), nNeigh=26, name='StarID_00237'}
StarSystem{loc=(642.4591576770594, 685.0646201228296, 912.5829278931894), nNeigh=28, name='StarID_00238'}
StarSystem{loc=(632.7798187073902, 695.1136503693259, 895.5004251477109), nNeigh=28, name='StarID_00239'}
StarSystem{loc=(631.3132340008502, 694.305933957893, 924.160112730247), nNeigh=28, name='StarID_00240'}
StarSystem{loc=(637.7976626514504, 701.1616435880621, 925.6700681925322), nNeigh=28, name='StarID_00241'}
StarSystem{loc=(630.5244700156974, 694.5713978014197, 923.8925374035833), nNeigh=28, name='StarID_00242'}
StarSystem{loc=(626.1402967223075, 691.9551621891752, 912.6687732794895), nNeigh=28, name='StarID_00243'}
StarSystem{loc=(639.6611847918418, 690.9058154201949, 915.0192712543374), nNeigh=28, name='StarID_00244'}
StarSystem{loc=(628.7837263513896, 695.6769769444022, 910.8876894050031), nNeigh=29, name='StarID_00245'}
StarSystem{loc=(636.8656193561183, 674.1947924548051, 918.975038818474), nNeigh=28, name='StarID_00246'}
StarSystem{loc=(633.2286272849917, 695.1602190990188, 932.6542260248108), nNeigh=28, name='StarID_00247'}
StarSystem{loc=(632.4146781653407, 694.7824812960401, 916.1745435727827), nNeigh=28, name='StarID_00248'}
StarSystem{loc=(630.8348553268014, 693.4802322184419, 908.748003446296), nNeigh=29, name='StarID_00249'}
StarSystem{loc=(632.4315530553572, 693.8980784700378, 923.779636978379), nNeigh=28, name='StarID_00250'}
StarSystem{loc=(643.5863674913636, 690.1368469586622, 910.8990180640948), nNeigh=29, name='StarID_00251'}
StarSystem{loc=(645.9618992428798, 702.2469434790901, 905.8241386600662), nNeigh=32, name='StarID_00252'}
StarSystem{loc=(632.7261829205903, 694.2123562020457, 904.6236234529996), nNeigh=29, name='StarID_00253'}
