WORLD LOG
=========
World(0/1000), Systems: 4317, Ships: 5, Rebels: 35
StarSystem{loc=(459.5351366357563, 832.9112529495758, 386.8277956305906), nNeigh=36, name='StarID_00022'}
StarSystem{loc=(457.9987221270661, 822.9264836762621, 383.88733914701777), nNeigh=37, name='StarID_00023'}
StarSystem{loc=(463.47054483764794, 824.4044943181148, 383.04538047359756), nNeigh=36, name='StarID_00024'}
StarSystem{loc=(459.8390124090825, 820.5836601333237, 382.0196274778783), nNeigh=36, name='StarID_00025'}
StarSystem{loc=(459.11323004547415, 818.5915921466021, 407.6326929789733), nNeigh=42, name='StarID_00026'}
StarSystem{loc=(462.56782172083723, 823.6911857625328, 374.53060332665837), nNeigh=36, name='StarID_00027'}
StarSystem{loc=(464.25936527277463, 823.1083152597029, 383.00998497418584), nNeigh=36, name='StarID_00028'}
StarSystem{loc=(455.34757355993213, 829.4690672178258, 394.5263181883549), nNeigh=40, name='StarID_00029'}
StarSystem{loc=(457.07832459898475, 821.8728146511768, 382.6778768540816), nNeigh=36, name='StarID_00030'}
StarSystem{loc=(466.88135986373715, 825.0426269322024, 386.5529457805902), nNeigh=36, name='StarID_00031'}
StarSystem{loc=(459.1327037279202, 819.1882006571919, 381.4289404820784), nNeigh=36, name='StarID_00032'}
StarSystem{loc=(458.1970988114554, 822.1284340582881, 408.76145401136387), nNeigh=42, name='StarID_00033'}
StarSystem{loc=(462.45955780657255, 834.6670875964712, 375.83168332611416), nNeigh=36, name='StarID_00034'}
StarSystem{loc=(461.90664053447813, 817.2883628714118, 403.8860852417881), nNeigh=41, name='StarID_00035'}
StarSystem{loc=(458.1975469292736, 807.6154024843553, 367.64659364789355), nNeigh=36, name='StarID_00036'}
StarSystem{loc=(461.1708342632413, 818.3536372460918, 373.01320554164556), nNeigh=36, name='StarID_00037'}
StarSystem{loc=(469.0916996895785, 835.5906254801076, 389.28426128899974), nNeigh=36, name='StarID_00038'}
StarSystem{loc=(466.825038640162, 815.8258907080221, 390.8358083691917), nNeigh=38, name='StarID_00039'}
StarSystem{loc=(454.33016439574396, 821.1373979791641, 359.9378188164388), nNeigh=36, name='StarID_00040'}
StarSystem{loc=(459.4754352033575, 820.5482490256064, 380.38675900861904), nNeigh=36, name='StarID_00041'}
StarSystem{loc=(447.54330766438966, 807.3120093015714, 397.63705810645433), nNeigh=42, name='StarID_00042'}
StarSystem{loc=(458.16341186472044, 823.1648255098256, 390.6831404437589), nNeigh=39, name='StarID_00043'}
StarSystem{loc=(462.6391157789939, 809.64093708277, 362.4596596915627), nNeigh=36, name='StarID_00044'}
StarSystem{loc=(454.7581325871612, 820.8184581462311, 392.3041849287513), nNeigh=40, name='StarID_00045'}
StarSystem{loc=(453.2120164879152, 824.1961682740096, 391.08692273993057), nNeigh=40, name='StarID_00046'}
StarSystem{loc=(460.302341164542, 814.0335406966473, 366.3631468744654), nNeigh=36, name='StarID_00047'}
StarSystem{loc=(456.31183527250374, 809.9053983071125, 388.4055380203295), nNeigh=39, name='StarID_00048'}
StarSystem{loc=(482.0873692344672, 805.7623666345957, 379.07340779912505), nNeigh=36, name='StarID_00049'}
StarSystem{loc=(447.0135130316896, 822.1667237961711, 385.54509540964864), nNeigh=38, name='StarID_00050'}
StarSystem{loc=(472.08191714717884, 830.9970527572999, 386.8298642172945), nNeigh=36, name='StarID_00051'}
StarSystem{loc=(466.4964952286119, 832.8446107857111, 404.0119131628486), nNeigh=40, name='StarID_00052'}
StarSystem{loc=(456.10067774480575, 834.3905475102372, 374.5950593471606), nNeigh=36, name='StarID_00053'}
StarSystem{loc=(460.9826773296068, 820.719023458625, 379.6972997656097), nNeigh=36, name='StarID_00054'}
StarSystem{loc=(464.72627582285895, 825.2808357747845, 389.7724472861047), nNeigh=36, name='StarID_00055'}
StarSystem{loc=(459.9513882707055, 820.6823913265567, 375.6616271231752), nNeigh=36, name='StarID_00056'}
StarSystem{loc=(458.80723507533537, 820.3642654313118, 391.87493289385), nNeigh=40, name='StarID_00057'}
StarSystem{loc=(442.217235208163, 817.1067732456567, 384.7142672727005), nNeigh=39, name='StarID_00058'}
StarSystem{loc=(826.5068439408677, 298.15857493810006, 641.0632251187617), nNeigh=16, name='StarID_00059'}
StarSystem{loc=(814.3845746143905, 271.3343160705255, 669.6515120216425), nNeigh=20, name='StarID_00060'}
StarSystem{loc=(791.7352452975468, 277.08552984765697, 658.8600022119399), nNeigh=22, name='StarID_00061'}
StarSystem{loc=(794.9941253792782, 271.0804028665887, 641.5162607827571), nNeigh=23, name='StarID_00062'}
StarSystem{loc=(794.4354780851996, 279.9064572310287, 637.9424256430121), nNeigh=23, name='StarID_00063'}
StarSystem{loc=(810.0948039278232, 266.1120245014454, 633.2124027457212), nNeigh=19, name='StarID_00064'}
StarSystem{loc=(801.9294876332592, 282.8196228950438, 683.794874644019), nNeigh=18, name='StarID_00065'}
StarSystem{loc=(782.0582556535085, 275.3807751271001, 674.0434158328193), nNeigh=19, name='StarID_00066'}
StarSystem{loc=(793.2803972339676, 270.29977631148495, 646.6318086285094), nNeigh=23, name='StarID_00067'}
StarSystem{loc=(792.4400308794299, 275.21687057375686, 664.2867765832683), nNeigh=21, name='StarID_00068'}
StarSystem{loc=(798.6848557765117, 269.9239932413894, 649.8945018958054), nNeigh=23, name='StarID_00069'}
StarSystem{loc=(802.350157756569, 263.96562626976436, 640.6183376265144), nNeigh=22, name='StarID_00070'}
StarSystem{loc=(768.1810121344321, 261.0289628332409, 620.2937790883838), nNeigh=13, name='StarID_00071'}
StarSystem{loc=(815.9731200682593, 292.1991597249987, 676.7039297459753), nNeigh=19, name='StarID_00072'}
StarSystem{loc=(776.7046438715732, 259.5999885220955, 636.3572876547042), nNeigh=18, name='StarID_00073'}
StarSystem{loc=(806.4031440595382, 256.88710676952763, 646.1414734896083), nNeigh=22, name='StarID_00074'}
StarSystem{loc=(820.523160746264, 262.97228399867464, 657.9859865451451), nNeigh=21, name='StarID_00075'}
StarSystem{loc=(798.6149129208864, 268.7793838634151, 645.4785419242613), nNeigh=23, name='StarID_00076'}
StarSystem{loc=(796.7168422870603, 280.4436006389496, 640.9426134718553), nNeigh=23, name='StarID_00077'}
StarSystem{loc=(791.2305043356438, 275.27281850280974, 666.0397809076005), nNeigh=21, name='StarID_00078'}
StarSystem{loc=(805.9784205359616, 261.31207793487386, 676.3944012904062), nNeigh=20, name='StarID_00079'}
StarSystem{loc=(795.0333527873864, 271.5748889230509, 605.7292976766576), nNeigh=12, name='StarID_00080'}
StarSystem{loc=(796.1584287488878, 279.5996390661905, 642.9122524807839), nNeigh=23, name='StarID_00081'}
StarSystem{loc=(761.8076459070365, 319.5420524675082, 440.5605022785441), nNeigh=26, name='StarID_00082'}
StarSystem{loc=(771.2273428490777, 303.81599084176725, 408.1434358474981), nNeigh=21, name='StarID_00083'}
StarSystem{loc=(761.7674361322538, 320.7743189739264, 438.25817338720327), nNeigh=26, name='StarID_00084'}
StarSystem{loc=(752.0599790307144, 333.75444703425586, 457.9787975923453), nNeigh=20, name='StarID_00085'}
StarSystem{loc=(767.8279065652539, 314.11392927638536, 431.21582589226654), nNeigh=26, name='StarID_00086'}
StarSystem{loc=(760.2060716179532, 315.4144811298734, 427.1182244185228), nNeigh=26, name='StarID_00087'}
StarSystem{loc=(760.4266525057972, 321.83481940326067, 431.61704504196456), nNeigh=26, name='StarID_00088'}
StarSystem{loc=(752.1812241353933, 320.00226653384226, 439.10894545661506), nNeigh=26, name='StarID_00089'}
StarSystem{loc=(752.6595002531996, 336.6149410436898, 417.803186001544), nNeigh=26, name='StarID_00090'}
StarSystem{loc=(762.1798092196112, 319.9072696299562, 437.95572596615193), nNeigh=26, name='StarID_00091'}
StarSystem{loc=(761.6248388075077, 319.6530859976972, 410.46934825280994), nNeigh=25, name='StarID_00092'}
StarSystem{loc=(762.3559141416039, 313.97972133011405, 454.08310617889816), nNeigh=24, name='StarID_00093'}
StarSystem{loc=(756.384719090444, 321.185886233457, 457.39004056488994), nNeigh=20, name='StarID_00094'}
StarSystem{loc=(743.1483443540982, 321.57577448200584, 452.69177070070157), nNeigh=24, name='StarID_00095'}
StarSystem{loc=(749.7394853408646, 320.37168031664726, 454.71539447249427), nNeigh=24, name='StarID_00096'}
StarSystem{loc=(763.8158647546895, 326.9241302281618, 452.29613769167275), nNeigh=24, name='StarID_00097'}
StarSystem{loc=(757.1091708276111, 325.57789740954973, 406.65654317943654), nNeigh=24, name='StarID_00098'}
StarSystem{loc=(759.2067219513627, 319.9214466187234, 406.1223114879346), nNeigh=24, name='StarID_00099'}
StarSystem{loc=(752.406310990406, 296.9845857005261, 431.4797334673074), nNeigh=26, name='StarID_00100'}
StarSystem{loc=(754.4552701974228, 339.18857698701987, 409.2506387800761), nNeigh=24, name='StarID_00101'}
StarSystem{loc=(766.0479844060732, 318.8960202039071, 447.2046774799886), nNeigh=26, name='StarID_00102'}
StarSystem{loc=(774.7463599581116, 326.38799826059847, 404.9232625005956), nNeigh=21, name='StarID_00103'}
StarSystem{loc=(739.7632647312248, 325.8868902323945, 426.1913867515905), nNeigh=26, name='StarID_00104'}
StarSystem{loc=(776.3098810512195, 313.39760556358436, 439.20582787632554), nNeigh=26, name='StarID_00105'}
StarSystem{loc=(767.1942179711764, 315.7195623540999, 437.6435485983594), nNeigh=26, name='StarID_00106'}
StarSystem{loc=(748.4864795349187, 320.66120103642925, 438.4233247218171), nNeigh=26, name='StarID_00107'}
StarSystem{loc=(751.5003863107728, 295.2047726976873, 413.1822619935174), nNeigh=23, name='StarID_00108'}
StarSystem{loc=(729.0363915708206, 839.0961680335747, 836.3800284710286), nNeigh=51, name='StarID_00109'}
StarSystem{loc=(730.3561850898038, 853.3664361032668, 810.388572183189), nNeigh=32, name='StarID_00110'}
StarSystem{loc=(727.5483381849945, 847.7266576865524, 811.7815991876619), nNeigh=32, name='StarID_00111'}
StarSystem{loc=(738.7504229041172, 848.545527045053, 821.5688616904655), nNeigh=32, name='StarID_00112'}
StarSystem{loc=(725.2857391580197, 849.9703871673595, 835.9057064503783), nNeigh=34, name='StarID_00113'}
StarSystem{loc=(736.3971353833762, 849.4202750871546, 825.9547387262065), nNeigh=32, name='StarID_00114'}
StarSystem{loc=(743.3815747979803, 856.1584220034426, 831.7837459032969), nNeigh=32, name='StarID_00115'}
StarSystem{loc=(729.688178036681, 851.9327135767581, 822.6746695635329), nNeigh=33, name='StarID_00116'}
StarSystem{loc=(718.7320824496711, 854.3432812485667, 828.7399696738571), nNeigh=34, name='StarID_00117'}
StarSystem{loc=(735.978712063747, 858.2365742358704, 825.9223535200663), nNeigh=32, name='StarID_00118'}
StarSystem{loc=(730.3161246249216, 851.6666098303198, 825.0041325859066), nNeigh=33, name='StarID_00119'}
StarSystem{loc=(730.1049331118647, 855.1123668540536, 848.5963340039036), nNeigh=33, name='StarID_00120'}
StarSystem{loc=(733.0012566884091, 848.1560933597038, 839.118695370535), nNeigh=34, name='StarID_00121'}
StarSystem{loc=(731.8934101845967, 855.0425337721096, 851.7526718724795), nNeigh=31, name='StarID_00122'}
StarSystem{loc=(737.3465786937679, 850.4846402386092, 802.0634394695841), nNeigh=32, name='StarID_00123'}
StarSystem{loc=(732.0573659699006, 852.9040733523993, 850.7181487201573), nNeigh=33, name='StarID_00124'}
StarSystem{loc=(734.6229041638721, 843.7638097420894, 844.7914407686553), nNeigh=35, name='StarID_00125'}
StarSystem{loc=(730.5510786285736, 851.526135885699, 823.4243976586838), nNeigh=33, name='StarID_00126'}
StarSystem{loc=(731.0675169082825, 851.5878437501414, 803.3083573023428), nNeigh=33, name='StarID_00127'}
StarSystem{loc=(738.1669253339883, 857.4186750785022, 818.9726642958868), nNeigh=32, name='StarID_00128'}
StarSystem{loc=(730.9490990122573, 846.5363161263549, 830.1629579097417), nNeigh=34, name='StarID_00129'}
StarSystem{loc=(702.3287934852971, 861.3799386650206, 822.8355730447801), nNeigh=35, name='StarID_00130'}
StarSystem{loc=(730.4361737069681, 851.9166150198942, 823.2060259664854), nNeigh=32, name='StarID_00131'}
StarSystem{loc=(740.3016951910714, 859.1656899868793, 810.1171601656831), nNeigh=33, name='StarID_00132'}
StarSystem{loc=(728.0504892567548, 844.6705221311423, 818.9618490611791), nNeigh=34, name='StarID_00133'}
StarSystem{loc=(732.2598019770569, 847.8366230660331, 842.2679277249993), nNeigh=34, name='StarID_00134'}
StarSystem{loc=(707.068025063083, 849.9971221475001, 830.1668156359746), nNeigh=42, name='StarID_00135'}
StarSystem{loc=(730.7403685949868, 868.8395123956151, 846.0609434480282), nNeigh=32, name='StarID_00136'}
StarSystem{loc=(726.3450643872576, 850.3083684935879, 821.5592795970384), nNeigh=33, name='StarID_00137'}
StarSystem{loc=(730.3209620862025, 857.0333704189695, 801.0579578193285), nNeigh=32, name='StarID_00138'}
StarSystem{loc=(728.8275733714876, 846.2829171535635, 804.2954507720186), nNeigh=33, name='StarID_00139'}
StarSystem{loc=(739.4216358719125, 863.2615041615607, 833.14889668473), nNeigh=32, name='StarID_00140'}
StarSystem{loc=(730.4116107985981, 851.5701270013254, 821.8367274476338), nNeigh=32, name='StarID_00141'}
StarSystem{loc=(151.82136979805506, 249.88544952347584, 785.5983529227834), nNeigh=39, name='StarID_00142'}
StarSystem{loc=(153.79253208352486, 236.45974469241864, 781.6884120197027), nNeigh=40, name='StarID_00143'}
StarSystem{loc=(151.7012796580941, 250.22748860781823, 774.8299594805516), nNeigh=44, name='StarID_00144'}
StarSystem{loc=(149.46427175164578, 247.8337422358726, 795.5092253898117), nNeigh=37, name='StarID_00145'}
StarSystem{loc=(157.82976004103926, 249.9451614138789, 769.419640442429), nNeigh=46, name='StarID_00146'}
StarSystem{loc=(168.92818742046757, 246.3960819168356, 786.5827282477785), nNeigh=40, name='StarID_00147'}
StarSystem{loc=(152.76797730353266, 258.9905530865428, 770.4831191482966), nNeigh=49, name='StarID_00148'}
StarSystem{loc=(158.92412205203115, 252.9922233138989, 785.397388898173), nNeigh=39, name='StarID_00149'}
StarSystem{loc=(154.5962462036752, 247.28625749727607, 784.6859499777385), nNeigh=40, name='StarID_00150'}
StarSystem{loc=(161.46000304343133, 233.71472168402323, 790.389423304627), nNeigh=34, name='StarID_00151'}
StarSystem{loc=(155.85232129809825, 262.1616252713259, 780.262981861004), nNeigh=43, name='StarID_00152'}
StarSystem{loc=(147.5613780931682, 258.8827552718592, 771.0766088616056), nNeigh=48, name='StarID_00153'}
StarSystem{loc=(155.83646866858498, 256.8524890279735, 782.0029819583546), nNeigh=42, name='StarID_00154'}
StarSystem{loc=(158.4677625878882, 240.01269492582088, 761.714901400978), nNeigh=48, name='StarID_00155'}
StarSystem{loc=(148.3929429353058, 253.61059919604656, 792.0887709225617), nNeigh=38, name='StarID_00156'}
StarSystem{loc=(154.9381442798467, 251.88985847632557, 779.5491146270281), nNeigh=43, name='StarID_00157'}
StarSystem{loc=(137.42817495836218, 259.24614578610885, 765.4217946898086), nNeigh=47, name='StarID_00158'}
StarSystem{loc=(152.0927940552395, 251.35155698572146, 779.679956476372), nNeigh=43, name='StarID_00159'}
StarSystem{loc=(163.48092402939434, 243.27750535672956, 776.6467963107364), nNeigh=41, name='StarID_00160'}
StarSystem{loc=(151.76008137698233, 250.2273698388601, 773.3124965120567), nNeigh=44, name='StarID_00161'}
StarSystem{loc=(148.60338441812456, 262.8063380440648, 765.5767114905543), nNeigh=55, name='StarID_00162'}
StarSystem{loc=(153.27225073089437, 249.7947601281899, 780.5037231039116), nNeigh=42, name='StarID_00163'}
StarSystem{loc=(164.9375433326411, 250.20875471399165, 785.5253487934206), nNeigh=40, name='StarID_00164'}
StarSystem{loc=(155.5733116788496, 237.61516440802856, 774.8139464112544), nNeigh=42, name='StarID_00165'}
StarSystem{loc=(153.9855596720568, 234.98187173172693, 790.374086164915), nNeigh=34, name='StarID_00166'}
StarSystem{loc=(154.14375352164936, 232.04211714606114, 796.0861835018773), nNeigh=32, name='StarID_00167'}
StarSystem{loc=(139.77232220737724, 242.51385352680106, 789.0326117321082), nNeigh=36, name='StarID_00168'}
StarSystem{loc=(150.82485311342194, 244.34964705144506, 800.5636563107331), nNeigh=32, name='StarID_00169'}
StarSystem{loc=(144.49643102434945, 247.2593379460678, 775.9798214803551), nNeigh=43, name='StarID_00170'}
StarSystem{loc=(154.9521908342606, 252.3853472497117, 785.4600993229307), nNeigh=39, name='StarID_00171'}
StarSystem{loc=(149.9276184638763, 248.86368372696882, 779.8918244031695), nNeigh=43, name='StarID_00172'}
StarSystem{loc=(135.0365221719661, 236.48854330461, 782.5952878348838), nNeigh=36, name='StarID_00173'}
StarSystem{loc=(471.0125591047651, 299.7784225689032, 710.0445011456256), nNeigh=18, name='StarID_00174'}
StarSystem{loc=(473.4894866075911, 294.9132191573087, 707.3455488907731), nNeigh=18, name='StarID_00175'}
StarSystem{loc=(467.11875077793997, 299.3900894659477, 717.0931081702489), nNeigh=18, name='StarID_00176'}
StarSystem{loc=(483.224021969794, 285.30060529507335, 723.4662647133881), nNeigh=19, name='StarID_00177'}
StarSystem{loc=(464.44085716382176, 300.11350624205204, 718.0799978293696), nNeigh=18, name='StarID_00178'}
StarSystem{loc=(465.8460150067328, 313.4345110660136, 714.6626747921393), nNeigh=18, name='StarID_00179'}
StarSystem{loc=(463.8638760555083, 294.55908876109277, 704.9935935185322), nNeigh=18, name='StarID_00180'}
StarSystem{loc=(464.75935689527927, 295.53157746076744, 720.5431724810769), nNeigh=18, name='StarID_00181'}
StarSystem{loc=(466.0284735153123, 298.92601200724545, 716.6471019606345), nNeigh=18, name='StarID_00182'}
StarSystem{loc=(468.2987953361473, 299.5506471323298, 724.2624770847273), nNeigh=18, name='StarID_00183'}
StarSystem{loc=(467.559681550843, 298.6731252388051, 706.2591049852618), nNeigh=18, name='StarID_00184'}
StarSystem{loc=(466.7299698347993, 298.38727472161287, 715.2928246229072), nNeigh=18, name='StarID_00185'}
StarSystem{loc=(470.09500100732777, 296.7154571837088, 738.6125247180729), nNeigh=18, name='StarID_00186'}
StarSystem{loc=(466.5886479673796, 298.5858720213851, 707.6870838834336), nNeigh=18, name='StarID_00187'}
StarSystem{loc=(454.14649190687675, 296.90152927813114, 712.8083655463722), nNeigh=18, name='StarID_00188'}
StarSystem{loc=(467.0333638410834, 295.0478101558043, 724.0633381830276), nNeigh=18, name='StarID_00189'}
StarSystem{loc=(464.72173581403257, 299.3493365723169, 737.8503401882824), nNeigh=18, name='StarID_00190'}
StarSystem{loc=(467.39187252973966, 299.7413230427508, 716.7477232161841), nNeigh=18, name='StarID_00191'}
StarSystem{loc=(412.1621221990603, 345.0187365557709, 774.1100387881603), nNeigh=23, name='StarID_00192'}
StarSystem{loc=(399.1747395233892, 324.67813197288865, 777.3762852782968), nNeigh=23, name='StarID_00193'}
StarSystem{loc=(399.81027241897766, 306.1924766911881, 773.5391176428046), nNeigh=23, name='StarID_00194'}
StarSystem{loc=(393.48227771206825, 340.4157258878892, 785.5662962892918), nNeigh=23, name='StarID_00195'}
StarSystem{loc=(413.5871041135437, 344.3854751261193, 770.7044550395998), nNeigh=23, name='StarID_00196'}
StarSystem{loc=(397.08991372941085, 331.56840800100633, 774.9629697587728), nNeigh=23, name='StarID_00197'}
StarSystem{loc=(396.69288145314925, 331.699378170461, 777.3329128951731), nNeigh=23, name='StarID_00198'}
StarSystem{loc=(405.7223307660857, 333.5980494843615, 773.3196533373031), nNeigh=23, name='StarID_00199'}
StarSystem{loc=(396.6966512228524, 331.3084084621858, 774.8185216942828), nNeigh=23, name='StarID_00200'}
StarSystem{loc=(395.66626849360705, 315.2564774289023, 777.0723339954485), nNeigh=23, name='StarID_00201'}
StarSystem{loc=(413.8421012810872, 334.0994499290159, 764.0086183436592), nNeigh=23, name='StarID_00202'}
StarSystem{loc=(403.01110269659995, 336.7802655171238, 773.534559524276), nNeigh=23, name='StarID_00203'}
StarSystem{loc=(391.01801728640925, 343.6949754445242, 783.4062910818097), nNeigh=23, name='StarID_00204'}
StarSystem{loc=(401.0989216386365, 330.4104983658721, 754.3505950430863), nNeigh=23, name='StarID_00205'}
StarSystem{loc=(393.09713697295075, 332.0794244367266, 781.9624905591779), nNeigh=23, name='StarID_00206'}
StarSystem{loc=(396.1422171476406, 330.3488199928432, 773.7892763462091), nNeigh=23, name='StarID_00207'}
StarSystem{loc=(399.2759422821788, 333.56658350749007, 774.4763040240096), nNeigh=23, name='StarID_00208'}
StarSystem{loc=(393.5644091679364, 307.84378844830013, 766.4179159010772), nNeigh=23, name='StarID_00209'}
StarSystem{loc=(392.06218125884214, 331.1977129404559, 794.4106364066741), nNeigh=23, name='StarID_00210'}
StarSystem{loc=(386.67309267253734, 332.3913229853605, 763.652034966176), nNeigh=23, name='StarID_00211'}
StarSystem{loc=(396.7935595906973, 331.7969224412111, 784.9922352467744), nNeigh=23, name='StarID_00212'}
StarSystem{loc=(405.2036855028441, 334.0129576850644, 784.9430898369448), nNeigh=23, name='StarID_00213'}
StarSystem{loc=(400.9432320769745, 331.85626055589154, 750.5829104009424), nNeigh=23, name='StarID_00214'}
StarSystem{loc=(404.2217606907078, 350.7428490211128, 774.613078439021), nNeigh=23, name='StarID_00215'}
StarSystem{loc=(42.254766862318185, 724.8635869069225, 916.1514923844553), nNeigh=35, name='StarID_00216'}
StarSystem{loc=(52.90538233948031, 718.0078176060046, 945.4545336991949), nNeigh=28, name='StarID_00217'}
StarSystem{loc=(42.10433914962533, 732.4933785058395, 926.803875167949), nNeigh=35, name='StarID_00218'}
StarSystem{loc=(38.61726781713738, 723.3008560358135, 929.0065396238191), nNeigh=35, name='StarID_00219'}
StarSystem{loc=(38.46124152780122, 722.0021328985432, 916.7459311566652), nNeigh=35, name='StarID_00220'}
StarSystem{loc=(42.61748073576101, 722.5168838822027, 947.0031411588385), nNeigh=29, name='StarID_00221'}
StarSystem{loc=(43.36317326868175, 725.5966919661919, 901.6066927687788), nNeigh=34, name='StarID_00222'}
StarSystem{loc=(32.45607701846777, 726.0221124016998, 902.1527510897203), nNeigh=34, name='StarID_00223'}
StarSystem{loc=(52.26821335017991, 725.7400822386477, 926.2250368323605), nNeigh=34, name='StarID_00224'}
StarSystem{loc=(49.93526312550863, 739.1100870564346, 898.126170615549), nNeigh=32, name='StarID_00225'}
StarSystem{loc=(42.58809026553304, 725.3331025202198, 912.4124545232829), nNeigh=35, name='StarID_00226'}
StarSystem{loc=(30.94654939211125, 719.3259752859624, 897.1427537091911), nNeigh=31, name='StarID_00227'}
StarSystem{loc=(36.42369771282443, 728.1390778477144, 906.4902801295887), nNeigh=34, name='StarID_00228'}
StarSystem{loc=(41.92717139679885, 734.4474993754218, 901.6039676381808), nNeigh=35, name='StarID_00229'}
StarSystem{loc=(17.67060142254145, 737.1770723737344, 904.4791467476786), nNeigh=29, name='StarID_00230'}
StarSystem{loc=(36.39898951344331, 724.6890948589087, 881.6101860977142), nNeigh=30, name='StarID_00231'}
StarSystem{loc=(37.607924132891625, 727.4845274854288, 924.3466639894729), nNeigh=35, name='StarID_00232'}
StarSystem{loc=(69.54896046678859, 745.4694394371006, 927.5633733058835), nNeigh=30, name='StarID_00233'}
StarSystem{loc=(37.24460061892373, 719.6919564526174, 893.5505703844024), nNeigh=30, name='StarID_00234'}
StarSystem{loc=(38.76684404781921, 732.3873904359692, 906.8487738163736), nNeigh=35, name='StarID_00235'}
StarSystem{loc=(42.8496619389762, 746.2104638190486, 911.7715080009983), nNeigh=34, name='StarID_00236'}
StarSystem{loc=(45.414889017284324, 713.7527122554222, 909.3927476705542), nNeigh=34, name='StarID_00237'}
StarSystem{loc=(44.46142470557368, 728.9589334497434, 910.3542208486746), nNeigh=35, name='StarID_00238'}
StarSystem{loc=(43.76901505053064, 717.1147049396386, 944.7479278836983), nNeigh=30, name='StarID_00239'}
StarSystem{loc=(34.976070952176386, 725.4326895235392, 906.2259746266857), nNeigh=34, name='StarID_00240'}
StarSystem{loc=(42.1974601705781, 740.6631867079244, 901.0045251487642), nNeigh=33, name='StarID_00241'}
StarSystem{loc=(33.83017967576886, 729.8589008108767, 914.2045295844424), nNeigh=35, name='StarID_00242'}
StarSystem{loc=(70.27015476934844, 700.8298057676922, 921.1261368951643), nNeigh=29, name='StarID_00243'}
StarSystem{loc=(48.59215646381623, 733.2427283422738, 899.6843774019737), nNeigh=35, name='StarID_00244'}
StarSystem{loc=(44.43038102190013, 719.1229930036822, 918.0956051891985), nNeigh=35, name='StarID_00245'}
StarSystem{loc=(45.868755446636634, 719.4020759202035, 913.9615480403276), nNeigh=35, name='StarID_00246'}
StarSystem{loc=(47.44372825433138, 724.1488867662038, 912.9868765963741), nNeigh=35, name='StarID_00247'}
StarSystem{loc=(46.913378269757075, 718.4158671438416, 909.7899163201589), nNeigh=35, name='StarID_00248'}
StarSystem{loc=(27.02507797361791, 719.0967799870702, 882.2892722266143), nNeigh=29, name='StarID_00249'}
StarSystem{loc=(647.9394955820276, 849.1171208537282, 963.9780267097922), nNeigh=24, name='StarID_00250'}
StarSystem{loc=(659.7039415004356, 856.7121237863738, 963.6144963698871), nNeigh=24, name='StarID_00251'}
StarSystem{loc=(659.9114879960928, 859.6218128463636, 955.1521721535054), nNeigh=24, name='StarID_00252'}
