WORLD LOG
=========
World(0/1000), Systems: 3889, Ships: 6, Rebels: 33
StarSystem{loc=(427.7549049047366, 759.1999027863058, 731.9105662610806), nNeigh=32, name='StarID_00044'}
StarSystem{loc=(436.72926158209265, 769.7399903075093, 736.8096457497234), nNeigh=33, name='StarID_00045'}
StarSystem{loc=(466.85895335957116, 773.7061101402943, 727.7641369466983), nNeigh=30, name='StarID_00046'}
StarSystem{loc=(434.73224346622374, 778.4618879367482, 721.8177380342769), nNeigh=34, name='StarID_00047'}
StarSystem{loc=(452.55440254887685, 792.4755052916973, 705.4654227682275), nNeigh=31, name='StarID_00048'}
StarSystem{loc=(456.95731446147965, 773.9603341147019, 721.6259581438239), nNeigh=34, name='StarID_00049'}
StarSystem{loc=(434.99767375155847, 779.0123246460173, 681.9533898614718), nNeigh=23, name='StarID_00050'}
StarSystem{loc=(428.555188618581, 773.6363544349488, 720.8046708612203), nNeigh=34, name='StarID_00051'}
StarSystem{loc=(450.7344348309396, 779.6364607306363, 723.3235169291443), nNeigh=34, name='StarID_00052'}
StarSystem{loc=(466.1231200596131, 772.9697766472292, 748.6104488440798), nNeigh=25, name='StarID_00053'}
StarSystem{loc=(437.21377045570296, 771.3064309130316, 761.3910538566889), nNeigh=26, name='StarID_00054'}
StarSystem{loc=(432.50752058164494, 785.7081429540511, 709.2080119510066), nNeigh=32, name='StarID_00055'}
StarSystem{loc=(436.0140682240007, 778.1992852445493, 718.6807092823456), nNeigh=34, name='StarID_00056'}
StarSystem{loc=(431.3282666789782, 750.5600958238236, 744.252576056627), nNeigh=30, name='StarID_00057'}
StarSystem{loc=(431.41128345647627, 788.899209231247, 721.2731512371482), nNeigh=34, name='StarID_00058'}
StarSystem{loc=(423.1133994027969, 807.1271909914891, 712.8146603883546), nNeigh=26, name='StarID_00059'}
StarSystem{loc=(439.0146081656068, 776.5976550848513, 720.9949569187762), nNeigh=34, name='StarID_00060'}
StarSystem{loc=(434.9965839865166, 767.10668607761, 715.8465931209531), nNeigh=34, name='StarID_00061'}
StarSystem{loc=(433.8343663941942, 780.9154281213752, 712.2103318185905), nNeigh=33, name='StarID_00062'}
StarSystem{loc=(438.416626590245, 745.4872622062446, 705.7869630774559), nNeigh=27, name='StarID_00063'}
StarSystem{loc=(417.89823365816835, 770.7881658224499, 704.2271305753072), nNeigh=31, name='StarID_00064'}
StarSystem{loc=(442.0919958928314, 779.7920976548634, 744.0116389728682), nNeigh=32, name='StarID_00065'}
StarSystem{loc=(442.34425582084765, 778.9977703508036, 715.0885455057403), nNeigh=34, name='StarID_00066'}
StarSystem{loc=(745.4874669716869, 293.75017344117913, 667.127280891885), nNeigh=28, name='StarID_00067'}
StarSystem{loc=(775.9553275068639, 288.0088160457676, 684.7993163551108), nNeigh=23, name='StarID_00068'}
StarSystem{loc=(748.0617089600757, 294.6901766884113, 676.1192986714643), nNeigh=28, name='StarID_00069'}
StarSystem{loc=(746.4683965082858, 295.0298751734302, 660.965726576141), nNeigh=28, name='StarID_00070'}
StarSystem{loc=(743.6169071963772, 296.72750355926, 663.933851620249), nNeigh=28, name='StarID_00071'}
StarSystem{loc=(741.9640496520074, 293.9221766571804, 684.129222185792), nNeigh=26, name='StarID_00072'}
StarSystem{loc=(741.6214027003075, 277.7835235885349, 691.5565835465513), nNeigh=23, name='StarID_00073'}
StarSystem{loc=(742.8876692065088, 308.7419381929603, 646.3159285343884), nNeigh=24, name='StarID_00074'}
StarSystem{loc=(746.0571900769066, 294.32923716779374, 671.9316254430846), nNeigh=28, name='StarID_00075'}
StarSystem{loc=(740.8251976604107, 294.9670917515725, 661.6051233217614), nNeigh=28, name='StarID_00076'}
StarSystem{loc=(739.7355750230807, 285.9944308259057, 666.560844174168), nNeigh=28, name='StarID_00077'}
StarSystem{loc=(744.13241420924, 293.8957758708495, 705.9249723013087), nNeigh=21, name='StarID_00078'}
StarSystem{loc=(745.743760889499, 295.97099609113104, 662.9244827740638), nNeigh=28, name='StarID_00079'}
StarSystem{loc=(744.2186812716845, 305.6422821718707, 663.7036063853345), nNeigh=28, name='StarID_00080'}
StarSystem{loc=(748.0514263304276, 296.4422004638838, 695.4446087521139), nNeigh=24, name='StarID_00081'}
StarSystem{loc=(747.6610219389404, 303.4141379003904, 705.5576107345931), nNeigh=21, name='StarID_00082'}
StarSystem{loc=(756.3446349438204, 290.9309782140677, 631.5805868671034), nNeigh=19, name='StarID_00083'}
StarSystem{loc=(746.0910802438891, 290.3929631249329, 639.6431018111934), nNeigh=22, name='StarID_00084'}
StarSystem{loc=(747.1238294134472, 294.5150881571546, 689.9604091468236), nNeigh=25, name='StarID_00085'}
StarSystem{loc=(732.1005974210391, 273.9481514970394, 669.8973267321827), nNeigh=26, name='StarID_00086'}
StarSystem{loc=(755.7343219032762, 321.62379873335385, 674.9107190119489), nNeigh=24, name='StarID_00087'}
StarSystem{loc=(770.345159404581, 309.6782356415939, 658.3866035753832), nNeigh=23, name='StarID_00088'}
StarSystem{loc=(735.4502415094745, 319.0208401928878, 664.3822407107253), nNeigh=27, name='StarID_00089'}
StarSystem{loc=(750.3266871981109, 276.38711437036767, 652.599681000434), nNeigh=25, name='StarID_00090'}
StarSystem{loc=(731.1150581371903, 287.31044811347385, 653.9458765085074), nNeigh=25, name='StarID_00091'}
StarSystem{loc=(744.2988996269917, 297.17911674735956, 663.3323668311269), nNeigh=28, name='StarID_00092'}
StarSystem{loc=(746.7922422466106, 311.4220719270768, 667.9404362040826), nNeigh=27, name='StarID_00093'}
StarSystem{loc=(746.6119821758645, 298.150605291141, 688.6453088168503), nNeigh=26, name='StarID_00094'}
StarSystem{loc=(279.0540677245696, 357.0389108161683, 184.67160472790349), nNeigh=25, name='StarID_00095'}
StarSystem{loc=(291.35681940009175, 373.7999076019041, 185.81759072776256), nNeigh=21, name='StarID_00096'}
StarSystem{loc=(281.6510670125184, 362.9816852645447, 190.0908864702658), nNeigh=26, name='StarID_00097'}
StarSystem{loc=(254.34054305223356, 365.20926717303064, 228.51662760902389), nNeigh=14, name='StarID_00098'}
StarSystem{loc=(275.04821688110343, 356.65614078939836, 178.10866423001977), nNeigh=25, name='StarID_00099'}
StarSystem{loc=(287.1547218382532, 355.99000833010916, 199.65712581238157), nNeigh=26, name='StarID_00100'}
StarSystem{loc=(241.79060611298286, 368.0596363852031, 212.4884837806113), nNeigh=17, name='StarID_00101'}
StarSystem{loc=(307.36102981064306, 331.5581511395525, 182.39122127952615), nNeigh=18, name='StarID_00102'}
StarSystem{loc=(279.53245953688145, 363.41014289723194, 185.24552391073317), nNeigh=25, name='StarID_00103'}
StarSystem{loc=(275.1257029771019, 358.83049336644666, 151.41924810201849), nNeigh=16, name='StarID_00104'}
StarSystem{loc=(308.0249043283615, 329.75317853736834, 193.7456617888917), nNeigh=19, name='StarID_00105'}
StarSystem{loc=(269.32906928243, 358.57330419855214, 171.71031028850365), nNeigh=22, name='StarID_00106'}
StarSystem{loc=(274.538853693008, 322.17761493649067, 177.23218224037322), nNeigh=19, name='StarID_00107'}
StarSystem{loc=(273.98725671989166, 355.65808949494436, 214.47604926161517), nNeigh=23, name='StarID_00108'}
StarSystem{loc=(284.7609520149558, 346.9868416181353, 158.07578384794124), nNeigh=19, name='StarID_00109'}
StarSystem{loc=(270.3773770620473, 362.39237843318745, 193.81407610419322), nNeigh=26, name='StarID_00110'}
StarSystem{loc=(274.1393439869067, 354.6556139882677, 193.03109585921342), nNeigh=26, name='StarID_00111'}
StarSystem{loc=(278.81953293150815, 362.61194815150327, 195.55121724366126), nNeigh=26, name='StarID_00112'}
StarSystem{loc=(301.85433248227264, 375.8395179932878, 182.44824767535118), nNeigh=21, name='StarID_00113'}
StarSystem{loc=(314.5076737154323, 361.935118958659, 199.99965340647387), nNeigh=18, name='StarID_00114'}
StarSystem{loc=(275.06256097642535, 354.9785515394495, 192.9775867230738), nNeigh=26, name='StarID_00115'}
StarSystem{loc=(285.0175316660613, 363.2215928323921, 202.95093474145435), nNeigh=25, name='StarID_00116'}
StarSystem{loc=(251.25304418656904, 340.52622674544733, 178.41925490365196), nNeigh=20, name='StarID_00117'}
StarSystem{loc=(275.5574715869691, 357.0634610817302, 175.31070161831497), nNeigh=24, name='StarID_00118'}
StarSystem{loc=(275.93576343323207, 355.5714673399073, 213.18995568232137), nNeigh=24, name='StarID_00119'}
StarSystem{loc=(267.44000440904426, 360.5701340749811, 206.1253494368437), nNeigh=22, name='StarID_00120'}
StarSystem{loc=(766.3155920468356, 230.51766342814855, 925.5177589953097), nNeigh=32, name='StarID_00121'}
StarSystem{loc=(765.1304872390128, 235.75733898477444, 905.4771726434268), nNeigh=33, name='StarID_00122'}
StarSystem{loc=(777.6330694288879, 233.81916023663342, 878.0456631307669), nNeigh=32, name='StarID_00123'}
StarSystem{loc=(766.9232805026495, 230.3560207164517, 899.1495780294401), nNeigh=33, name='StarID_00124'}
StarSystem{loc=(776.0394534187699, 237.6708538062491, 892.1844631745436), nNeigh=33, name='StarID_00125'}
StarSystem{loc=(768.820893338188, 227.3247575133785, 900.3429568931914), nNeigh=33, name='StarID_00126'}
StarSystem{loc=(795.0066843392124, 235.5795733778386, 897.6601544630511), nNeigh=33, name='StarID_00127'}
StarSystem{loc=(766.3222628125513, 225.75579158875755, 889.3297095059372), nNeigh=33, name='StarID_00128'}
StarSystem{loc=(757.7737225914286, 216.5377165225856, 903.1848563640988), nNeigh=33, name='StarID_00129'}
StarSystem{loc=(770.741900170557, 235.22403768171876, 891.2027345054563), nNeigh=33, name='StarID_00130'}
StarSystem{loc=(755.9861291853351, 241.7003414116637, 904.9777048107633), nNeigh=34, name='StarID_00131'}
StarSystem{loc=(763.9424923212686, 227.14054640898672, 925.3816514698882), nNeigh=32, name='StarID_00132'}
StarSystem{loc=(748.4146690302215, 239.77593600084657, 905.951291693134), nNeigh=34, name='StarID_00133'}
StarSystem{loc=(772.5836890956311, 230.9823183224574, 887.9420272478402), nNeigh=33, name='StarID_00134'}
StarSystem{loc=(766.2312975388472, 230.5361371692905, 901.7110723104238), nNeigh=33, name='StarID_00135'}
StarSystem{loc=(767.6339143590068, 231.39044549737315, 909.3896536984488), nNeigh=33, name='StarID_00136'}
StarSystem{loc=(768.0644064974167, 233.66571510041527, 914.0025789547836), nNeigh=33, name='StarID_00137'}
StarSystem{loc=(765.99429439432, 231.95095153797058, 902.634755408033), nNeigh=33, name='StarID_00138'}
StarSystem{loc=(780.8320762686147, 236.5385739086768, 906.2571177344299), nNeigh=33, name='StarID_00139'}
StarSystem{loc=(780.0117946482181, 227.44352655602785, 880.2532328952349), nNeigh=33, name='StarID_00140'}
StarSystem{loc=(767.2363163465561, 223.5116627560154, 884.7963954823864), nNeigh=33, name='StarID_00141'}
StarSystem{loc=(767.7246835969984, 204.31784690096833, 904.5547285863255), nNeigh=33, name='StarID_00142'}
StarSystem{loc=(759.5725888284835, 224.11358905928284, 897.4430763647805), nNeigh=33, name='StarID_00143'}
StarSystem{loc=(776.8543116822149, 219.47983857783984, 893.1171038119178), nNeigh=33, name='StarID_00144'}
StarSystem{loc=(781.6885657362367, 218.09312763412183, 883.4914118781211), nNeigh=33, name='StarID_00145'}
StarSystem{loc=(768.9505175663729, 232.32448640353635, 919.653825844994), nNeigh=33, name='StarID_00146'}
StarSystem{loc=(766.161766995403, 208.15239875158176, 894.8430873224095), nNeigh=33, name='StarID_00147'}
StarSystem{loc=(760.2617613464985, 236.1298017061794, 906.8167003060059), nNeigh=33, name='StarID_00148'}
StarSystem{loc=(755.3013564228903, 242.0699876378948, 895.8465369894141), nNeigh=33, name='StarID_00149'}
StarSystem{loc=(770.068341445342, 233.0004897694349, 888.6989959940643), nNeigh=33, name='StarID_00150'}
StarSystem{loc=(757.5835402628059, 224.21041174499828, 892.8417810161999), nNeigh=33, name='StarID_00151'}
StarSystem{loc=(766.5342531723174, 230.07762285243683, 872.0169148090519), nNeigh=30, name='StarID_00152'}
StarSystem{loc=(767.3507768530678, 221.45186992154603, 926.8488275547659), nNeigh=31, name='StarID_00153'}
StarSystem{loc=(760.8601099840233, 233.51733149440412, 903.3085383163069), nNeigh=33, name='StarID_00154'}
StarSystem{loc=(358.25224569088374, 637.0130912896491, 594.4286552217563), nNeigh=30, name='StarID_00155'}
StarSystem{loc=(410.2459683816748, 622.0812455659195, 590.656403357531), nNeigh=26, name='StarID_00156'}
StarSystem{loc=(386.76338434805257, 686.045983852405, 597.5592984235616), nNeigh=31, name='StarID_00157'}
StarSystem{loc=(365.8149137933822, 639.8588145597508, 602.6770893328094), nNeigh=32, name='StarID_00158'}
StarSystem{loc=(366.4070669696453, 638.7467676984719, 596.9678634024222), nNeigh=33, name='StarID_00159'}
StarSystem{loc=(372.9189868135585, 643.2281340371221, 591.7550059871633), nNeigh=35, name='StarID_00160'}
StarSystem{loc=(374.70533014249105, 634.5023632396615, 602.2677424827347), nNeigh=31, name='StarID_00161'}
StarSystem{loc=(367.214810257659, 625.7766262696118, 559.5200934280206), nNeigh=19, name='StarID_00162'}
StarSystem{loc=(369.9126482226461, 647.2262396981978, 592.5634774744881), nNeigh=34, name='StarID_00163'}
StarSystem{loc=(381.883380213482, 644.2985226828911, 574.6112316719052), nNeigh=31, name='StarID_00164'}
StarSystem{loc=(371.81579612146044, 651.7506753269354, 593.7752178923779), nNeigh=34, name='StarID_00165'}
StarSystem{loc=(373.71332598916064, 645.7887245093701, 592.1861890981503), nNeigh=35, name='StarID_00166'}
StarSystem{loc=(378.1254591130475, 653.3296896865238, 603.9152856482082), nNeigh=33, name='StarID_00167'}
StarSystem{loc=(370.2898323037146, 629.5080846667685, 618.5788463129784), nNeigh=26, name='StarID_00168'}
StarSystem{loc=(372.12936716547136, 643.9826329102085, 587.5916517928367), nNeigh=35, name='StarID_00169'}
StarSystem{loc=(385.6810977382514, 627.6524573615993, 631.6450103806789), nNeigh=21, name='StarID_00170'}
StarSystem{loc=(377.4332363057629, 648.304061156237, 603.8069614929193), nNeigh=33, name='StarID_00171'}
StarSystem{loc=(380.67917455393865, 683.134901966199, 591.2714126786827), nNeigh=29, name='StarID_00172'}
StarSystem{loc=(383.4116318660641, 635.8939711511599, 609.6489483111737), nNeigh=28, name='StarID_00173'}
StarSystem{loc=(353.42013627572186, 632.8823598293521, 629.2158512350378), nNeigh=23, name='StarID_00174'}
StarSystem{loc=(338.6973265831471, 670.0866315962858, 592.6452565908785), nNeigh=16, name='StarID_00175'}
StarSystem{loc=(341.6474834285988, 640.2530510355898, 586.8180051821264), nNeigh=26, name='StarID_00176'}
StarSystem{loc=(377.3220119462709, 628.120311301844, 627.8897709205824), nNeigh=20, name='StarID_00177'}
StarSystem{loc=(398.79060725613505, 669.119290536108, 601.4121486315817), nNeigh=33, name='StarID_00178'}
StarSystem{loc=(374.3637501765836, 644.4007075590231, 590.988378741371), nNeigh=35, name='StarID_00179'}
StarSystem{loc=(396.8979708999643, 645.3608644290074, 603.3279208274821), nNeigh=29, name='StarID_00180'}
StarSystem{loc=(373.96598339725233, 643.6692345409907, 591.1918097423013), nNeigh=35, name='StarID_00181'}
StarSystem{loc=(375.437281573593, 639.7640902005729, 618.836077654187), nNeigh=26, name='StarID_00182'}
StarSystem{loc=(385.3721589664192, 628.7977640400652, 569.9504097386834), nNeigh=24, name='StarID_00183'}
StarSystem{loc=(365.89690890055465, 643.0979359425742, 547.3223373139823), nNeigh=16, name='StarID_00184'}
StarSystem{loc=(379.90070648600965, 655.9216837094233, 619.6065652542565), nNeigh=27, name='StarID_00185'}
StarSystem{loc=(364.36139496948203, 618.30175344039, 574.6077936105129), nNeigh=25, name='StarID_00186'}
StarSystem{loc=(335.9566442836149, 661.7976227339734, 602.4785587340707), nNeigh=20, name='StarID_00187'}
StarSystem{loc=(364.3102264595529, 645.5772396557692, 582.7637492275811), nNeigh=31, name='StarID_00188'}
StarSystem{loc=(545.9295633350813, 406.97241515848003, 370.0916435543208), nNeigh=28, name='StarID_00189'}
StarSystem{loc=(545.8038933029945, 406.9491901579818, 366.10588040637043), nNeigh=28, name='StarID_00190'}
StarSystem{loc=(524.2198548428388, 403.691310247877, 379.8472933564949), nNeigh=27, name='StarID_00191'}
StarSystem{loc=(558.8228792528254, 402.5192425948733, 372.55317606662294), nNeigh=30, name='StarID_00192'}
StarSystem{loc=(537.6061200978561, 417.00647273008553, 330.3585792243392), nNeigh=23, name='StarID_00193'}
StarSystem{loc=(545.7675691821995, 407.01687797542957, 361.4071630803212), nNeigh=28, name='StarID_00194'}
StarSystem{loc=(549.0519627145572, 407.9696198217914, 369.35484608571454), nNeigh=29, name='StarID_00195'}
StarSystem{loc=(539.5725176545523, 399.79382927048823, 358.7246409764872), nNeigh=28, name='StarID_00196'}
StarSystem{loc=(543.868086437249, 403.9664526240412, 365.86701880871226), nNeigh=28, name='StarID_00197'}
StarSystem{loc=(549.4414502557333, 394.60337668102875, 343.16821836219503), nNeigh=26, name='StarID_00198'}
StarSystem{loc=(552.4918088138215, 403.0612559410593, 371.7295999969584), nNeigh=29, name='StarID_00199'}
StarSystem{loc=(545.7535044387023, 406.9315199993769, 366.2072880853802), nNeigh=28, name='StarID_00200'}
StarSystem{loc=(553.1350098798811, 398.5601578213454, 367.08510615360416), nNeigh=29, name='StarID_00201'}
StarSystem{loc=(540.3817446338826, 431.66341555505267, 392.2798433466896), nNeigh=22, name='StarID_00202'}
StarSystem{loc=(521.8488483125318, 423.100684539783, 341.46657227242264), nNeigh=23, name='StarID_00203'}
StarSystem{loc=(541.7757646155163, 406.71110888120626, 363.0138607172634), nNeigh=28, name='StarID_00204'}
StarSystem{loc=(542.3908977673469, 381.62513563412904, 377.7984960598627), nNeigh=25, name='StarID_00205'}
StarSystem{loc=(545.8976749487008, 406.9497259280576, 367.0581595688535), nNeigh=28, name='StarID_00206'}
StarSystem{loc=(520.4546030473771, 425.7872286588953, 386.443826180111), nNeigh=22, name='StarID_00207'}
StarSystem{loc=(540.2208393899678, 410.40389991168837, 363.27067031180763), nNeigh=28, name='StarID_00208'}
StarSystem{loc=(545.0732059875813, 406.00426606514856, 376.3812023717896), nNeigh=28, name='StarID_00209'}
StarSystem{loc=(547.0402458895842, 405.77598243748247, 366.4134374059042), nNeigh=28, name='StarID_00210'}
StarSystem{loc=(538.7489150074678, 414.6946168377728, 353.5049221479109), nNeigh=28, name='StarID_00211'}
StarSystem{loc=(546.1176955898346, 406.79892940484257, 374.92094158321464), nNeigh=28, name='StarID_00212'}
StarSystem{loc=(546.8919424769531, 386.93604015732075, 364.37244854563346), nNeigh=26, name='StarID_00213'}
StarSystem{loc=(547.4758731076948, 409.83999239728143, 339.1395674537646), nNeigh=25, name='StarID_00214'}
StarSystem{loc=(538.5377752331572, 399.35007149587443, 373.8643534939812), nNeigh=28, name='StarID_00215'}
StarSystem{loc=(542.7643460175779, 404.0793912923109, 390.4045938225262), nNeigh=25, name='StarID_00216'}
StarSystem{loc=(531.1929445066776, 370.92445276363526, 370.9584754004791), nNeigh=23, name='StarID_00217'}
StarSystem{loc=(901.058947246681, 924.4319198926852, 435.6386100036354), nNeigh=35, name='StarID_00218'}
StarSystem{loc=(897.3851375202356, 896.9182208978982, 444.80166204792977), nNeigh=34, name='StarID_00219'}
StarSystem{loc=(887.440871288214, 921.8861624254943, 455.0984980077366), nNeigh=34, name='StarID_00220'}
StarSystem{loc=(887.749484615786, 918.7863800657902, 428.7762934040003), nNeigh=35, name='StarID_00221'}
StarSystem{loc=(889.908188357632, 917.4181992097576, 434.37188035924174), nNeigh=35, name='StarID_00222'}
StarSystem{loc=(899.3504361427058, 899.2089455052889, 434.10905855448635), nNeigh=35, name='StarID_00223'}
StarSystem{loc=(899.7908555897787, 923.1953264460374, 427.5659430550251), nNeigh=35, name='StarID_00224'}
StarSystem{loc=(881.2078641585028, 924.2127477686784, 433.4907160915465), nNeigh=34, name='StarID_00225'}
StarSystem{loc=(894.8188521131066, 928.5138793518225, 424.65849086891166), nNeigh=35, name='StarID_00226'}
StarSystem{loc=(897.8764624746416, 928.0337286104234, 422.0451355829961), nNeigh=35, name='StarID_00227'}
StarSystem{loc=(895.1481641395445, 923.2036345599396, 447.47143201496004), nNeigh=34, name='StarID_00228'}
StarSystem{loc=(886.5616385116884, 903.3407638059475, 430.9189724039492), nNeigh=35, name='StarID_00229'}
StarSystem{loc=(903.0654449289947, 915.6911269761254, 444.3919543814315), nNeigh=34, name='StarID_00230'}
StarSystem{loc=(897.8247394404569, 918.9001862103404, 447.1628043179066), nNeigh=34, name='StarID_00231'}
StarSystem{loc=(902.0520541094934, 908.8975055034941, 420.82493945929025), nNeigh=35, name='StarID_00232'}
StarSystem{loc=(896.1128430584598, 924.7191274816944, 415.35953621136144), nNeigh=35, name='StarID_00233'}
StarSystem{loc=(895.1338459526985, 915.2519176000119, 451.5924961300442), nNeigh=34, name='StarID_00234'}
StarSystem{loc=(891.6365750359417, 925.1747567606837, 464.73357264897516), nNeigh=34, name='StarID_00235'}
StarSystem{loc=(895.0077714536905, 918.198981599754, 440.2070467566177), nNeigh=35, name='StarID_00236'}
StarSystem{loc=(893.5046746496527, 914.0404453182496, 437.9357723138566), nNeigh=35, name='StarID_00237'}
StarSystem{loc=(901.9762825585973, 895.9785205742384, 432.1278293628882), nNeigh=35, name='StarID_00238'}
StarSystem{loc=(881.6012597530954, 920.5217852510541, 416.992639508253), nNeigh=35, name='StarID_00239'}
StarSystem{loc=(887.6792367869167, 902.1780291766769, 454.9915549971698), nNeigh=34, name='StarID_00240'}
StarSystem{loc=(892.0725266223802, 915.4430411017685, 426.35984436551416), nNeigh=35, name='StarID_00241'}
StarSystem{loc=(908.3653912939412, 907.6951046776791, 428.61792575516694), nNeigh=35, name='StarID_00242'}
StarSystem{loc=(895.9284761465328, 922.2917376841316, 459.8913182182061), nNeigh=34, name='StarID_00243'}
StarSystem{loc=(894.3167406370629, 920.0830863773728, 439.8898491053996), nNeigh=35, name='StarID_00244'}
StarSystem{loc=(889.3156348624894, 919.7569657831374, 441.4248268299304), nNeigh=34, name='StarID_00245'}
StarSystem{loc=(893.3591292530106, 917.8616555217183, 463.2050904373351), nNeigh=34, name='StarID_00246'}
StarSystem{loc=(884.5346652300518, 914.5597981492824, 430.2532016105978), nNeigh=35, name='StarID_00247'}
StarSystem{loc=(894.8043682652091, 919.2515093870228, 433.58912743422945), nNeigh=35, name='StarID_00248'}
StarSystem{loc=(895.0831753637132, 918.1730234875549, 437.8474941719), nNeigh=35, name='StarID_00249'}
StarSystem{loc=(894.4140313801585, 917.5230288209386, 440.216270017696), nNeigh=35, name='StarID_00250'}
StarSystem{loc=(894.8448265888122, 917.633519399866, 451.2988033287409), nNeigh=34, name='StarID_00251'}
StarSystem{loc=(903.3114408695475, 933.9167928978279, 454.5841420722927), nNeigh=34, name='StarID_00252'}
StarSystem{loc=(530.8297091127478, 797.9436613780134, 167.9805121365781), nNeigh=37, name='StarID_00253'}
